Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total won contest_Total,total accurate cross_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total won contest_p90,total accurate cross_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total won contest_p90PR,total accurate cross_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Nice,bx0cdmzr2gwr70ez72dorx82p,1pm0n6c6ao1dp7vgcxelrcxzo,X. Mandza,Xavier Mandza,17,Midfielder,France,Midfielder,229.0,121.0,18.0,348.0,7.0,4.0,0.0,20.0,21.0,9.0,448.0,1.0,2.0,3.0,7.0,0.0,4.0,4.0,1.0,4.0,5.0,0.0,1.0,2.0,0.0,90.16,54.55,50.0,25.0,25.0,58.82,77.78,70.0,0.2270547674566107,0.2320700787588457,4.0,6.0,0.11240471,3.0,25.0,24.0,0.5677166199999996,148.0,46.004464285714285,24.308035714285715,3.616071428571429,69.91071428571428,1.40625,0.8035714285714286,0.0,4.017857142857142,4.21875,1.8080357142857144,0.2008928571428571,0.4017857142857143,0.6026785714285714,1.40625,0.0,0.8035714285714286,0.8035714285714286,0.2008928571428571,0.8035714285714286,1.0044642857142856,0.0,0.2008928571428571,0.4017857142857143,0.0,90.16,54.55,50.0,25.0,25.0,58.82,77.78,70.0,0.0456136809622655,0.0466212211792323,0.8035714285714286,1.2053571428571428,0.0225813033482142,0.6026785714285714,5.022321428571429,4.821428571428571,0.1140502138392856,29.732142857142858,LM/LCM,100,75,94,100,100,38,12,88,100,100,38,25,62,100,31,44,81,31,56,75,44,38,56,56,75,38,94,25,44,88,100,75,25,38,88,25,25,19,75,75,38,88,100,62,75,100,88,12,12,75,100,100,25,25,38,100,31,38,50,12,38,50,44,25,50,56,75,38,94,25,44,88,100,75,12,25,88,25,25,12,75,75,38,75,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,3r1zsjvt43kg7aoudhh7o3rl6,N. Nkounkou,Niels Nkounkou,25,Defender,France,Defender,21.0,35.0,3.0,56.0,3.0,1.0,1.0,14.0,4.0,6.0,223.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0,9.0,0.0,2.0,0.0,0.0,78.87,42.86,0.0,22.22,0.0,48.28,60.0,28.57,0.0615626954172678,0.0830551835680337,0.0,4.0,0.12958464,1.0,8.0,13.0,0.33070333,29.0,8.475336322869955,14.125560538116591,1.210762331838565,22.600896860986545,1.210762331838565,0.4035874439461883,0.4035874439461883,5.650224215246636,1.6143497757847534,2.42152466367713,0.0,0.8071748878923767,0.8071748878923767,0.8071748878923767,0.0,0.4035874439461883,0.0,0.0,3.632286995515695,3.632286995515695,0.0,0.8071748878923767,0.0,0.0,78.87,42.86,0.0,22.22,0.0,48.28,60.0,28.57,0.0248459308858928,0.0335200292427041,0.0,1.6143497757847534,0.0522987336322869,0.4035874439461883,3.2286995515695067,5.246636771300448,0.1334677116591928,11.704035874439462,LB/LCB,4,17,25,12,54,46,65,38,15,69,35,35,27,33,44,27,29,44,88,85,44,42,10,46,17,54,10,12,35,29,71,21,46,25,27,40,54,17,25,42,25,17,4,17,38,17,79,67,75,75,29,88,35,54,33,46,44,33,29,44,100,100,44,54,10,46,17,54,10,12,35,29,71,21,50,29,27,62,71,21,46,79,67,21,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,3v4tbmgdwxn6h8h9grse37lzo,D. Coulibaly,Djibril Coulibaly,17,Midfielder,France,Midfielder,93.0,79.0,7.0,172.0,10.0,5.0,2.0,21.0,7.0,4.0,433.0,2.0,7.0,5.0,4.0,0.0,3.0,3.0,2.0,5.0,5.0,0.0,2.0,0.0,0.0,91.98,77.78,0.0,40.0,40.0,38.18,52.63,100.0,0.3529981589492716,0.162693059386727,4.0,4.0,0.08469336,3.0,9.0,11.0,0.3225067799999999,65.0,19.33025404157044,16.420323325635106,1.4549653579676676,35.750577367205544,2.07852193995381,1.039260969976905,0.4157043879907621,4.364896073903003,1.4549653579676676,0.8314087759815243,0.4157043879907621,1.4549653579676676,1.039260969976905,0.8314087759815243,0.0,0.6235565819861432,0.6235565819861432,0.4157043879907621,1.039260969976905,1.039260969976905,0.0,0.4157043879907621,0.0,0.0,91.98,77.78,0.0,40.0,40.0,38.18,52.63,100.0,0.0733714418139363,0.033816109341352,0.8314087759815243,0.8314087759815243,0.0176037006928406,0.6235565819861432,1.8706697459584296,2.286374133949192,0.0670337418013856,13.51039260969977,DM/CM,52,39,35,42,100,61,65,73,62,32,65,77,74,47,38,36,61,85,62,59,42,50,24,50,85,86,24,42,65,18,73,97,58,39,82,36,39,55,23,29,36,27,30,21,27,33,97,55,64,55,52,27,64,76,58,36,38,30,61,82,58,52,42,42,24,50,85,86,24,42,65,18,73,97,48,33,76,24,30,48,9,15,21,12,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,59234as8h70fejyfm7492np3p,A. Witsel,Axel Witsel,37,Midfielder,Belgium,Midfielder,85.0,102.0,7.0,187.0,1.0,5.0,3.0,7.0,4.0,6.0,322.0,1.0,4.0,3.0,1.0,0.0,2.0,2.0,1.0,5.0,5.0,0.0,2.0,0.0,0.0,95.41,87.5,0.0,40.0,20.0,36.84,20.0,100.0,0.5497800734932423,0.0574207420663761,2.0,3.0,0.05805396,1.0,17.0,10.0,0.2531478299999999,102.0,23.75776397515528,28.50931677018633,1.9565217391304344,52.267080745341616,0.2795031055900621,1.3975155279503104,0.8385093167701863,1.9565217391304344,1.1180124223602483,1.6770186335403725,0.2795031055900621,1.1180124223602483,0.8385093167701863,0.2795031055900621,0.0,0.5590062111801242,0.5590062111801242,0.2795031055900621,1.3975155279503104,1.3975155279503104,0.0,0.5590062111801242,0.0,0.0,95.41,87.5,0.0,40.0,20.0,36.84,20.0,100.0,0.1536652379328938,0.016049275732838,0.5590062111801242,0.8385093167701863,0.0162262621118012,0.2795031055900621,4.751552795031055,2.795031055900621,0.070755604658385,28.50931677018633,DM/CM,48,58,35,52,33,61,79,8,29,61,47,48,38,6,38,23,44,52,62,59,42,50,24,50,100,97,24,42,41,14,42,97,70,21,52,23,21,23,58,20,21,58,52,76,39,64,36,64,85,6,39,79,48,64,42,6,38,24,48,61,61,58,42,48,24,50,100,97,24,42,41,14,42,97,79,21,55,27,24,24,61,18,33,73,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,Youssouf Ndayishimiye,27,Midfielder,Burundi,Midfielder,307.0,130.0,14.0,437.0,5.0,1.0,1.0,13.0,25.0,9.0,418.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,92.0,35.9,0.0,100.0,0.0,52.0,50.0,66.67,0.1240669103553263,0.0,0.0,2.0,0.04057261,1.0,24.0,22.0,0.5330887099999999,318.0,66.10047846889951,27.99043062200957,3.014354066985646,94.09090909090908,1.076555023923445,0.2153110047846889,0.2153110047846889,2.799043062200957,5.382775119617224,1.9377990430622007,0.0,0.4306220095693779,0.8612440191387559,0.4306220095693779,0.0,0.0,0.0,0.0,0.2153110047846889,0.2153110047846889,0.0,0.2153110047846889,0.0,0.2153110047846889,92.0,35.9,0.0,100.0,0.0,52.0,50.0,66.67,0.0267129711291372,0.0,0.0,0.4306220095693779,0.0087357294258373,0.2153110047846889,5.167464114832535,4.7368421052631575,0.1147798657894736,68.4688995215311,DM/CM,100,85,68,97,76,14,47,36,100,94,20,35,53,18,38,8,6,15,12,12,42,26,24,100,88,6,24,89,20,58,67,52,21,11,9,15,15,23,80,80,67,100,100,70,64,97,71,9,52,27,100,88,20,30,45,12,38,8,6,15,6,6,42,20,24,100,88,6,24,89,20,58,67,52,15,11,9,12,12,21,76,76,61,100,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,Jonathan Clauss,33,Defender,France,Defender,53.0,133.0,4.0,177.0,4.0,12.0,8.0,15.0,7.0,2.0,428.0,3.0,18.0,1.0,3.0,0.0,10.0,4.0,4.0,8.0,8.0,0.0,4.0,9.0,0.0,80.09,23.53,20.93,50.0,25.0,55.56,0.0,50.0,0.8989315653989034,1.1665423673261366,3.0,11.0,0.34300659,5.0,17.0,22.0,1.4610291200000007,71.0,11.144859813084112,27.96728971962617,0.8411214953271028,37.2196261682243,0.8411214953271028,2.5233644859813085,1.6822429906542056,3.154205607476636,1.47196261682243,0.4205607476635514,0.6308411214953271,3.785046728971962,0.2102803738317757,0.6308411214953271,0.0,2.102803738317757,0.8411214953271028,0.8411214953271028,1.6822429906542056,1.6822429906542056,0.0,0.8411214953271028,1.892523364485981,0.0,80.09,23.53,20.93,50.0,25.0,55.56,0.0,50.0,0.1890276656212647,0.2453009650919446,0.6308411214953271,2.3130841121495327,0.0721275539719626,1.0514018691588785,3.574766355140187,4.626168224299065,0.3072257495327104,14.929906542056075,RB/RCB,19,95,31,62,69,100,100,29,31,17,95,95,29,38,45,100,95,100,81,76,36,83,100,48,24,14,57,62,71,62,14,55,100,100,90,83,86,69,76,86,100,43,10,95,19,52,67,100,100,24,24,19,95,95,24,33,45,100,95,95,76,76,36,81,90,48,24,14,57,62,71,62,14,55,100,100,86,76,81,62,76,86,95,43,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,co59rv08x22hk5itwibbwq191,G. Hein,Gauthier Hein,30,Midfielder,France,Midfielder,68.0,182.0,16.0,248.0,1.0,5.0,4.0,9.0,3.0,1.0,385.0,1.0,11.0,1.0,3.0,1.0,7.0,1.0,2.0,8.0,8.0,0.0,3.0,2.0,0.0,90.51,76.19,9.52,37.5,20.0,29.03,25.0,75.0,0.3765591262186607,0.7403430731928102,1.0,30.0,0.7431604699999999,9.0,30.0,46.0,0.9755512499999998,110.0,15.896103896103895,42.54545454545455,3.74025974025974,57.97402597402598,0.2337662337662337,1.1688311688311688,0.935064935064935,2.103896103896104,0.7012987012987013,0.2337662337662337,0.2337662337662337,2.571428571428572,0.2337662337662337,0.7012987012987013,0.2337662337662337,1.6363636363636365,0.2337662337662337,0.4675324675324675,1.87012987012987,1.87012987012987,0.0,0.7012987012987013,0.4675324675324675,0.0,90.51,76.19,9.52,37.5,20.0,29.03,25.0,75.0,0.0880268087264401,0.1730672119152023,0.2337662337662337,7.012987012987013,0.1737258241558441,2.103896103896104,7.012987012987013,10.753246753246753,0.2280509415584415,25.714285714285715,RM/RCM,70,100,100,100,50,65,65,20,60,20,60,60,10,45,85,70,55,60,55,55,35,45,50,55,100,100,30,60,55,10,50,95,60,70,70,100,100,95,100,100,80,100,60,100,100,100,50,60,70,20,50,10,60,40,10,40,90,60,60,50,30,30,35,40,40,55,100,100,30,60,55,10,50,95,50,70,70,100,100,80,100,100,80,100,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,ct32113pfx5q9avf2c0x208ru,S. Diop,Sofiane Diop,26,Midfielder,Morocco,Midfielder,29.0,77.0,8.0,104.0,0.0,2.0,1.0,12.0,1.0,3.0,256.0,2.0,10.0,2.0,4.0,1.0,8.0,1.0,0.0,7.0,8.0,0.0,5.0,2.0,0.0,78.79,50.0,25.0,71.43,100.0,48.0,0.0,80.0,0.2722368131299775,0.6151345393389049,0.0,5.0,0.1375478799999999,2.0,14.0,17.0,0.5599690200000002,42.0,10.1953125,27.0703125,2.8125,36.5625,0.0,0.703125,0.3515625,4.21875,0.3515625,1.0546875,0.703125,3.515625,0.703125,1.40625,0.3515625,2.8125,0.3515625,0.0,2.4609375,2.8125,0.0,1.7578125,0.703125,0.0,78.79,50.0,25.0,71.43,100.0,48.0,0.0,80.0,0.0957082546160077,0.2162582364863337,0.0,1.7578125,0.0483566765624999,0.703125,4.921875,5.9765625,0.19686410859375,14.765625,CM/AM,21,58,79,38,15,15,27,29,25,56,71,42,19,62,69,67,27,12,58,67,35,79,60,50,12,29,56,83,100,58,17,83,29,54,15,17,25,21,83,79,71,29,38,88,88,67,15,19,29,50,25,71,88,58,27,79,71,92,38,12,71,75,35,92,67,50,12,29,56,83,100,58,17,83,42,75,15,33,33,23,83,88,92,46,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,eeye58v60p8uvt2noaj5u6rfu,Mohamed Abdelmonem,Mohamed Abdelmonem El Sayed Mohamed Ahmed,27,Defender,Egypt,Defender,164.0,116.0,11.0,280.0,6.0,3.0,2.0,17.0,16.0,6.0,341.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,93.65,55.0,0.0,50.0,0.0,60.71,85.71,62.5,0.275659683758308,0.0,2.0,9.0,0.18159683,2.0,19.0,27.0,0.5208113200000001,140.0,43.28445747800587,30.6158357771261,2.903225806451613,73.90029325513197,1.5835777126099708,0.7917888563049854,0.5278592375366569,4.486803519061584,4.222873900293255,1.5835777126099708,0.0,0.5278592375366569,0.5278592375366569,1.3196480938416422,0.0,0.0,0.2639296187683284,0.2639296187683284,0.5278592375366569,0.7917888563049854,0.0,0.2639296187683284,0.0,0.0,93.65,55.0,0.0,50.0,0.0,60.71,85.71,62.5,0.0727547552441282,0.0,0.5278592375366569,2.375366568914956,0.0479287821114369,0.5278592375366569,5.0146627565982405,7.126099706744868,0.1374575331378299,36.95014662756599,CB,50,96,62,62,27,71,60,48,38,60,40,42,58,77,46,19,83,81,90,96,46,79,46,40,92,67,46,73,40,38,92,56,54,27,98,96,96,85,83,94,92,58,62,96,83,92,38,75,65,50,31,67,40,44,62,88,46,19,92,79,88,96,46,83,46,40,92,67,46,73,40,38,92,56,62,27,100,100,100,88,88,96,92,67,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,1xofhzib5lyqx285j8x36xg8a,C. Egan-Riley,CJ Egan-Riley,23,Defender,England,Defender,200.0,95.0,14.0,295.0,11.0,0.0,0.0,23.0,31.0,8.0,435.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.06,56.0,0.0,0.0,0.0,88.46,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931034482759,19.655172413793103,2.896551724137931,61.03448275862069,2.2758620689655173,0.0,0.0,4.758620689655173,6.413793103448277,1.6551724137931036,0.0,0.6206896551724138,0.8275862068965518,0.6206896551724138,0.0,0.2068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.06,56.0,0.0,0.0,0.0,88.46,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,71,79,81,79,62,17,21,92,79,88,40,56,85,38,46,56,38,38,29,25,46,35,46,40,83,71,46,35,40,100,4,12,15,27,40,17,17,25,8,8,8,8,54,75,79,75,54,17,21,75,75,75,40,58,83,38,46,58,38,38,29,25,46,35,46,40,83,71,46,35,40,100,4,12,15,27,40,17,17,25,8,8,8,8,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,Himad Abdelli,26,Midfielder,Algeria,Midfielder,108.0,103.0,6.0,210.0,1.0,1.0,0.0,10.0,6.0,1.0,379.0,0.0,4.0,2.0,3.0,0.0,3.0,1.0,0.0,6.0,6.0,0.0,3.0,1.0,0.0,91.3,75.0,50.0,50.0,0.0,43.48,20.0,75.0,0.050197490150762,0.1600689486964239,1.0,13.0,0.30553062,8.0,15.0,18.0,0.3933818499999999,103.0,25.646437994722955,24.45910290237467,1.4248021108179418,49.86807387862797,0.2374670184696569,0.2374670184696569,0.0,2.3746701846965697,1.4248021108179418,0.2374670184696569,0.0,0.949868073878628,0.4749340369393139,0.7124010554089709,0.0,0.7124010554089709,0.2374670184696569,0.0,1.4248021108179418,1.4248021108179418,0.0,0.7124010554089709,0.2374670184696569,0.0,91.3,75.0,50.0,50.0,0.0,43.48,20.0,75.0,0.0119202483207614,0.0380110959965122,0.2374670184696569,3.0870712401055407,0.0725534453825857,1.899736147757256,3.5620052770448547,4.274406332453825,0.0934152150395778,24.45910290237467,DM/CM,64,61,27,61,33,14,18,24,50,3,20,48,27,33,38,36,23,15,70,68,42,70,61,50,76,76,80,52,20,30,42,70,9,33,30,92,94,94,41,52,48,61,55,67,21,58,33,12,18,15,48,3,20,45,30,30,38,33,18,15,67,64,42,67,61,50,76,76,80,52,20,30,42,70,9,36,24,91,91,94,48,64,39,55,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,Nayef Aguerd,30,Defender,Morocco,Defender,147.0,99.0,7.0,246.0,14.0,2.0,2.0,15.0,14.0,3.0,298.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.77,36.84,0.0,0.0,0.0,53.57,66.67,100.0,0.2845127324147592,0.0,0.0,3.0,0.06255413,1.0,23.0,23.0,0.4028515299999996,179.0,44.395973154362416,29.899328859060404,2.114093959731544,74.29530201342283,4.228187919463087,0.6040268456375839,0.6040268456375839,4.530201342281879,4.228187919463087,0.906040268456376,0.0,0.6040268456375839,0.0,0.3020134228187919,0.0,0.0,0.0,0.3020134228187919,0.0,0.0,0.0,0.0,0.0,0.0,90.77,36.84,0.0,0.0,0.0,53.57,66.67,100.0,0.0859266641521084,0.0,0.0,0.906040268456376,0.0188921869127516,0.3020134228187919,6.946308724832215,6.946308724832215,0.1216665694630871,54.06040268456376,CB,42,83,42,50,88,50,60,35,25,17,40,42,8,15,46,19,38,81,29,25,46,35,46,40,46,33,46,35,40,25,54,98,58,27,40,73,71,60,92,88,75,73,75,92,42,96,96,67,79,58,38,25,40,54,8,17,46,19,38,83,29,25,46,35,46,40,46,33,46,35,40,25,54,98,79,27,40,83,83,67,96,92,88,96,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,Pierre-Emile Højbjerg,31,Midfielder,Denmark,Midfielder,163.0,194.0,13.0,355.0,7.0,10.0,3.0,20.0,7.0,8.0,450.0,5.0,6.0,2.0,7.0,0.0,5.0,7.0,1.0,4.0,4.0,1.0,3.0,2.0,0.0,89.87,44.83,66.67,75.0,50.0,51.28,0.0,87.5,0.7413306193568581,0.4625948293400488,5.0,12.0,0.25698747,4.0,40.0,36.0,0.9077954799999997,236.0,32.6,38.8,2.6,71.0,1.4,2.0,0.6,4.0,1.4,1.6,1.0,1.2,0.4,1.4,0.0,1.0,1.4,0.2,0.8,0.8,0.2,0.6,0.4,0.0,89.87,44.83,66.67,75.0,50.0,51.28,0.0,87.5,0.1482661238713716,0.0925189658680097,1.0,2.4,0.051397494,0.8,8.0,7.2,0.1815590959999999,47.2,DM/CM,91,94,64,91,88,92,79,67,62,82,98,68,27,76,38,65,95,52,55,52,91,70,80,50,48,12,88,76,82,55,17,88,85,79,92,85,82,73,94,92,91,94,82,91,55,85,83,91,70,52,45,68,94,68,21,67,38,53,94,33,45,42,85,53,77,50,48,12,88,76,82,55,17,88,73,73,89,80,79,64,91,88,88,94,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,Amine Gouiri,26,Attacker,Algeria,Striker,40.0,86.0,3.0,126.0,6.0,13.0,10.0,15.0,1.0,0.0,448.0,6.0,33.0,3.0,1.0,1.0,7.0,3.0,3.0,11.0,14.0,4.0,5.0,0.0,0.0,85.71,75.0,0.0,45.45,46.15,34.09,33.33,100.0,1.3719634285850872,0.6787071931518706,2.0,14.0,0.33874344,6.0,4.0,9.0,0.4705693,43.0,8.035714285714285,17.276785714285715,0.6026785714285714,25.3125,1.2053571428571428,2.611607142857143,2.008928571428571,3.013392857142857,0.2008928571428571,0.0,1.2053571428571428,6.629464285714286,0.6026785714285714,0.2008928571428571,0.2008928571428571,1.40625,0.6026785714285714,0.6026785714285714,2.2098214285714284,2.8125,0.8035714285714286,1.0044642857142856,0.0,0.0,85.71,75.0,0.0,45.45,46.15,34.09,33.33,100.0,0.2756176530639684,0.1363474271956883,0.4017857142857143,2.8125,0.0680511375,1.2053571428571428,0.8035714285714286,1.8080357142857144,0.0945340111607142,8.638392857142858,ST,100,96,74,96,57,76,78,57,39,17,78,96,35,39,78,83,74,80,91,98,93,89,39,52,96,46,39,52,48,13,33,87,78,91,46,96,87,91,54,83,91,91,83,87,48,87,43,48,30,30,35,17,48,78,22,26,65,61,52,70,70,70,83,74,39,52,96,46,39,52,48,13,33,87,30,83,35,87,78,83,43,70,87,83,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,7nivkfkngr374fx5totgektm1,A. Gomes,Angel Gomes,26,Midfielder,England,Midfielder,60.0,104.0,7.0,164.0,2.0,10.0,8.0,16.0,0.0,3.0,372.0,3.0,13.0,4.0,3.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,0.0,0.0,90.11,63.64,0.0,40.0,30.0,47.06,33.33,37.5,1.045258451418518,0.4020490035410906,3.0,11.0,0.27988979,5.0,14.0,19.0,0.6681092799999999,71.0,14.516129032258062,25.161290322580644,1.693548387096774,39.67741935483871,0.4838709677419354,2.419354838709677,1.935483870967741,3.870967741935484,0.0,0.7258064516129031,0.7258064516129031,3.1451612903225805,0.9677419354838708,0.7258064516129031,0.2419354838709677,0.9677419354838708,0.4838709677419354,0.4838709677419354,1.2096774193548383,1.2096774193548383,0.2419354838709677,0.4838709677419354,0.0,0.0,90.11,63.64,0.0,40.0,30.0,47.06,33.33,37.5,0.2528851092141575,0.0972699202115541,0.7258064516129031,2.661290322580645,0.0677152717741935,1.2096774193548383,3.387096774193548,4.596774193548387,0.1616393419354838,17.177419354838708,CM/AM,75,83,71,83,60,98,96,60,10,56,90,73,50,46,69,35,56,67,38,33,81,40,15,50,96,52,15,38,54,50,44,31,96,42,77,71,67,71,83,83,92,79,62,71,67,75,54,100,100,33,10,42,92,54,46,42,67,25,50,75,38,33,83,38,15,50,96,52,15,38,54,50,44,31,96,33,79,54,62,62,75,71,79,54,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,8qezzr83ofw7htqufohg2fwlx,Emerson,Emerson Palmieri dos Santos,32,Defender,Italy,Defender,98.0,163.0,3.0,257.0,3.0,3.0,1.0,23.0,6.0,6.0,443.0,1.0,12.0,7.0,3.0,0.0,4.0,2.0,0.0,9.0,10.0,0.0,5.0,4.0,0.0,88.01,17.65,23.53,55.56,33.33,62.16,50.0,37.5,0.1815095472203746,0.4997446989312473,3.0,18.0,0.42872365,8.0,19.0,27.0,0.8697844700000004,121.0,19.909706546275395,33.11512415349887,0.6094808126410834,52.21218961625282,0.6094808126410834,0.6094808126410834,0.2031602708803611,4.672686230248306,1.218961625282167,1.218961625282167,0.2031602708803611,2.437923250564334,1.4221218961625282,0.6094808126410834,0.0,0.8126410835214446,0.4063205417607223,0.0,1.8284424379232505,2.031602708803612,0.0,1.015801354401806,0.8126410835214446,0.0,88.01,17.65,23.53,55.56,33.33,62.16,50.0,37.5,0.036875528780663,0.1015282684058967,0.6094808126410834,3.656884875846501,0.0870996128668171,1.6252821670428892,3.860045146726862,5.485327313769751,0.1767056485327314,24.5823927765237,LB/LCB,79,100,25,92,54,81,65,79,29,69,79,94,83,48,44,73,94,44,88,92,44,90,90,46,88,12,52,62,73,79,56,27,75,83,100,100,100,100,85,100,92,88,54,100,17,92,50,71,62,58,12,42,75,92,79,38,44,54,88,44,71,67,44,79,88,46,88,12,52,62,73,79,56,27,67,71,96,100,100,92,71,88,88,71,Ligue 1
