Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total won contest_Total,total accurate cross_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total won contest_p90,total accurate cross_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total won contest_p90PR,total accurate cross_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Le Havre,23pqcgxu1tip265hbe01kszbt,65nkv8grj2jhs2hlja63bp90p,A. Touba,Ahmed Touba,28,Defender,Algeria,Defender,109.0,62.0,20.0,171.0,8.0,1.0,1.0,18.0,31.0,13.0,360.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,86.8,64.52,0.0,50.0,0.0,56.25,66.67,55.56,0.1284553251764116,0.1449795386256745,0.0,2.0,0.03870264,2.0,19.0,23.0,0.5153370599999999,115.0,27.25,15.5,5.0,42.75,2.0,0.25,0.25,4.5,7.75,3.25,0.0,0.5,0.0,1.25,0.0,0.25,0.0,0.25,0.5,0.5,0.0,0.25,0.0,0.0,86.8,64.52,0.0,50.0,0.0,56.25,66.67,55.56,0.0321138312941029,0.0362448846564186,0.0,0.5,0.00967566,0.5,4.75,5.75,0.1288342649999999,28.75,LB/LCB,88,48,92,75,92,46,65,65,100,100,35,35,6,67,44,27,29,92,17,15,44,23,10,46,83,92,10,52,35,62,79,58,62,46,27,10,8,31,85,83,54,75,79,38,96,71,92,46,71,54,100,100,35,29,6,67,44,29,29,94,12,12,44,21,10,46,83,92,10,52,35,62,79,58,58,38,27,8,8,31,100,94,58,83,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,aou0s44ekqc7vyp71mjf8n3mc,S. Ebonog,Simon Ebonog,22,Midfielder,France,Midfielder,73.0,99.0,5.0,171.0,3.0,4.0,1.0,32.0,2.0,11.0,434.0,2.0,9.0,10.0,6.0,0.0,5.0,3.0,2.0,10.0,10.0,0.0,6.0,1.0,0.0,86.8,62.5,20.0,60.0,50.0,47.76,33.33,46.15,0.236318255067781,0.3383356743767751,2.0,17.0,0.40611243,14.0,15.0,19.0,0.5535318899999999,94.0,15.138248847926269,20.52995391705069,1.036866359447005,35.46082949308756,0.6221198156682028,0.8294930875576038,0.2073732718894009,6.63594470046083,0.4147465437788019,2.28110599078341,0.4147465437788019,1.8663594470046083,2.0737327188940093,1.2442396313364057,0.0,1.036866359447005,0.6221198156682028,0.4147465437788019,2.0737327188940093,2.0737327188940093,0.0,1.2442396313364057,0.2073732718894009,0.0,86.8,62.5,20.0,60.0,50.0,47.76,33.33,46.15,0.0490060897605997,0.0701617757924188,0.4147465437788019,3.525345622119816,0.0842168633640553,2.903225806451613,3.110599078341014,3.940092165898618,0.1147877191244239,19.493087557603687,DM/CM,33,53,20,39,64,41,47,92,12,100,65,88,94,64,38,65,61,85,88,86,42,95,61,50,27,39,52,61,82,39,50,21,36,64,52,97,97,100,41,62,70,48,12,48,9,27,59,35,45,91,6,94,59,85,94,58,38,58,56,77,82,82,42,97,48,50,27,39,52,61,82,39,50,21,33,52,45,97,97,100,39,52,64,45,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,ausceoo438aoxbb6gl8tpes16,T. Pembélé,Timothée Pembélé,24,Defender,France,Defender,34.0,14.0,1.0,47.0,1.0,2.0,2.0,12.0,6.0,3.0,208.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,0.0,77.05,25.0,20.0,50.0,0.0,54.55,0.0,37.5,0.1752332999705269,0.1018672341866907,1.0,3.0,0.0775631399999999,4.0,2.0,6.0,0.1923278,24.0,14.711538461538463,6.057692307692308,0.4326923076923077,20.336538461538463,0.4326923076923077,0.8653846153846154,0.8653846153846154,5.1923076923076925,2.5961538461538463,1.2980769230769231,0.0,1.2980769230769231,0.4326923076923077,1.2980769230769231,0.0,0.4326923076923077,0.0,0.0,1.7307692307692308,2.1634615384615388,0.0,0.8653846153846154,0.4326923076923077,0.0,77.05,25.0,20.0,50.0,0.0,54.55,0.0,37.5,0.0758221009487856,0.0440771686384719,0.4326923076923077,1.2980769230769231,0.0335609740384615,1.7307692307692308,0.8653846153846154,2.5961538461538463,0.0832187596153846,10.384615384615383,LB/LCB,12,4,8,8,29,71,85,27,29,12,35,56,17,48,44,27,29,44,44,50,44,42,31,46,12,25,38,52,35,58,12,27,71,29,71,23,25,60,8,17,12,12,21,4,8,8,42,79,92,67,46,46,35,67,17,71,44,38,29,44,62,71,44,58,46,46,12,25,38,52,35,58,12,27,83,42,88,50,54,100,8,17,17,17,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,c2zrg04h6qccgx692qm50yot0,D. Ouziad,Djibril Ouziad,17,Defender,France,Defender,40.0,44.0,3.0,76.0,2.0,5.0,3.0,21.0,7.0,5.0,225.0,0.0,7.0,8.0,1.0,0.0,2.0,2.0,2.0,8.0,9.0,0.0,7.0,8.0,0.0,81.72,100.0,47.06,87.5,0.0,61.76,33.33,25.0,0.4222992210033823,0.3001861124690078,2.0,5.0,0.1096727,3.0,7.0,8.0,0.35396797,35.0,16.0,17.6,1.2,30.4,0.8,2.0,1.2,8.4,2.8,2.0,0.0,2.8,3.2,0.4,0.0,0.8,0.8,0.8,3.2,3.6,0.0,2.8,3.2,0.0,81.72,100.0,47.06,87.5,0.0,61.76,33.33,25.0,0.1689196884013529,0.1200744449876031,0.8,2.0,0.04386908,1.2,2.8,3.2,0.141587188,14.0,RB/RCB,10,19,21,10,36,81,74,74,31,62,29,71,93,12,45,40,74,86,81,83,36,93,93,48,29,100,93,81,29,76,38,14,62,52,76,52,48,55,26,24,29,14,19,57,36,24,50,90,93,100,52,86,29,86,100,14,45,55,90,90,90,90,36,100,100,48,29,100,93,81,29,76,38,14,95,67,95,67,62,67,52,40,52,29,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,duuan2ogcypv8ftmnypoed3sa,R. Ndiaye,Rassoul Ndiaye,24,Midfielder,Senegal,Midfielder,27.0,65.0,0.0,88.0,1.0,6.0,4.0,14.0,1.0,2.0,233.0,1.0,11.0,5.0,2.0,0.0,6.0,2.0,4.0,8.0,8.0,0.0,2.0,4.0,0.0,83.02,0.0,13.79,25.0,16.67,48.28,33.33,28.57,0.5602924755668715,0.6320539364102952,4.0,8.0,0.21086533,5.0,9.0,14.0,0.5148843099999998,46.0,10.429184549356222,25.107296137339056,0.0,33.99141630901288,0.3862660944206008,2.317596566523605,1.5450643776824031,5.407725321888412,0.3862660944206008,0.7725321888412017,0.3862660944206008,4.24892703862661,1.931330472103004,0.7725321888412017,0.0,2.317596566523605,0.7725321888412017,1.5450643776824031,3.0901287553648067,3.0901287553648067,0.0,0.7725321888412017,1.5450643776824031,0.0,83.02,0.0,13.79,25.0,16.67,48.28,33.33,28.57,0.2164219862704653,0.2441410054803715,1.5450643776824031,3.0901287553648067,0.0814501274678111,1.931330472103004,3.476394849785408,5.407725321888412,0.1988823515021458,17.76824034334764,CM/AM,17,29,6,21,38,75,79,40,25,38,38,54,62,29,27,52,56,100,69,67,35,40,81,50,46,6,33,25,25,62,44,12,75,62,96,46,50,71,44,52,67,38,42,67,6,58,38,96,92,88,29,54,42,92,83,46,27,75,71,100,96,88,35,46,83,50,46,6,33,25,25,62,44,12,92,88,100,75,79,92,79,75,96,58,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,ew2sm4xxnq9jvmwq70oz4y2g9,J. Maja,Josh Maja,27,Attacker,Nigeria,Striker,26.0,26.0,2.0,52.0,2.0,7.0,7.0,8.0,3.0,0.0,269.0,3.0,16.0,4.0,0.0,0.0,6.0,0.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,83.87,100.0,0.0,50.0,42.86,38.1,25.0,0.0,1.18805480839929,0.4217098256290215,0.0,2.0,0.0454472999999999,0.0,4.0,5.0,0.1707733299999998,17.0,8.698884758364311,8.698884758364311,0.6691449814126395,17.397769516728623,0.6691449814126395,2.3420074349442377,2.3420074349442377,2.676579925650558,1.003717472118959,0.0,1.003717472118959,5.353159851301116,1.338289962825279,0.0,0.0,2.007434944237918,0.0,0.6691449814126395,1.338289962825279,1.338289962825279,0.3345724907063197,0.6691449814126395,0.0,0.0,83.87,100.0,0.0,50.0,42.86,38.1,25.0,0.0,0.3974904563417698,0.1410925067160295,0.0,0.6691449814126395,0.0152054163568772,0.0,1.338289962825279,1.6728624535315986,0.0571360583643122,5.687732342007435,ST,61,30,46,46,22,24,46,15,70,17,28,28,46,13,33,74,13,59,41,37,46,46,39,52,83,85,39,61,43,35,17,13,65,70,11,22,17,20,54,46,39,46,91,48,65,70,22,35,61,22,91,17,30,48,57,13,33,91,13,74,57,52,61,43,39,52,83,85,39,61,43,35,17,13,70,87,11,35,17,20,70,65,52,65,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,1leoymz0kfu4y17i1bqdn8zu2,L. Calodat,Lucas Calodat,24,Defender,France,Defender,43.0,28.0,5.0,68.0,1.0,3.0,2.0,11.0,2.0,5.0,277.0,3.0,8.0,2.0,1.0,1.0,4.0,1.0,0.0,7.0,8.0,1.0,4.0,3.0,0.0,80.0,71.43,27.27,57.14,100.0,61.11,33.33,25.0,0.2840392688131207,0.5260284844566941,1.0,3.0,0.0747572,0.0,6.0,5.0,0.8950156499999999,30.0,13.971119133574009,9.097472924187723,1.624548736462094,22.093862815884474,0.3249097472924188,0.9747292418772564,0.6498194945848376,3.574007220216606,0.6498194945848376,1.624548736462094,0.9747292418772564,2.5992779783393503,0.6498194945848376,0.3249097472924188,0.3249097472924188,1.2996389891696751,0.3249097472924188,0.0,2.274368231046932,2.5992779783393503,0.3249097472924188,1.2996389891696751,0.9747292418772564,0.0,80.0,71.43,27.27,57.14,100.0,61.11,33.33,25.0,0.0922871270511944,0.1709117819534385,0.3249097472924188,0.9747292418772564,0.0242893429602888,0.0,1.9494584837545128,1.624548736462094,0.2907993086642599,9.747292418772563,LB/LCB,21,12,52,17,29,81,85,21,4,50,100,77,27,19,94,73,71,44,71,77,94,75,75,46,29,96,62,67,94,67,42,17,88,92,71,23,21,6,19,12,100,21,17,8,67,12,25,88,83,33,4,62,100,96,29,21,100,92,75,44,83,88,100,96,92,46,29,96,62,67,94,67,42,17,88,100,75,33,38,6,21,12,96,12,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,27rvy5c5l3x2a9lqv0l87e4et,L. Mafouta,Louis Mafouta,32,Attacker,Central African Republic,Striker,25.0,27.0,3.0,52.0,5.0,13.0,11.0,12.0,1.0,0.0,423.0,8.0,22.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,74.29,75.0,0.0,50.0,61.54,40.0,31.25,100.0,1.8009130416796486,0.1516227464035619,4.0,4.0,0.12728559,2.0,2.0,6.0,0.2936586999999999,16.0,5.319148936170213,5.74468085106383,0.6382978723404255,11.063829787234042,1.0638297872340423,2.7659574468085104,2.3404255319148937,2.553191489361702,0.2127659574468085,0.0,1.702127659574468,4.680851063829787,1.0638297872340423,0.2127659574468085,0.2127659574468085,0.425531914893617,0.425531914893617,0.425531914893617,0.425531914893617,0.6382978723404255,0.6382978723404255,0.2127659574468085,0.0,0.0,74.29,75.0,0.0,50.0,61.54,40.0,31.25,100.0,0.3831729875914146,0.0322601588092684,0.851063829787234,0.851063829787234,0.0270820404255319,0.425531914893617,0.425531914893617,1.276595744680851,0.062480574468085,3.404255319148936,ST,52,37,74,46,46,76,83,35,39,17,87,72,61,39,78,24,54,59,20,26,78,28,39,52,39,46,39,61,87,43,26,87,87,22,83,50,43,63,26,57,78,39,35,9,57,13,35,61,57,17,39,17,70,30,39,30,74,13,48,52,17,17,74,17,39,52,39,46,39,61,87,43,26,87,65,13,70,39,35,61,17,35,65,13,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,3wz6sqia8nhpkwaioa9h5nb3d,D. Gueye,Dame Gueye,31,Attacker,Senegal,Striker,26.0,18.0,1.0,42.0,21.0,5.0,5.0,27.0,7.0,3.0,297.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,65.62,100.0,66.67,0.0,20.0,45.0,46.67,20.0,1.041710524020345,0.0,0.0,2.0,0.0578966,1.0,2.0,0.0,0.0371772499999999,5.0,7.878787878787879,5.454545454545455,0.303030303030303,12.727272727272728,6.363636363636364,1.5151515151515151,1.5151515151515151,8.181818181818182,2.121212121212121,0.9090909090909092,0.303030303030303,1.8181818181818183,0.303030303030303,0.303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.303030303030303,0.0,0.6060606060606061,0.0,65.62,100.0,66.67,0.0,20.0,45.0,46.67,20.0,0.3156698557637409,0.0,0.0,0.6060606060606061,0.0175444242424242,0.303030303030303,0.6060606060606061,0.0,0.0112658333333333,1.5151515151515151,ST,61,7,17,30,96,7,15,80,100,91,7,4,9,39,33,4,13,7,7,4,46,9,87,52,17,85,96,9,9,61,61,26,39,4,11,22,22,46,26,7,4,4,78,4,13,30,96,4,17,91,100,91,4,4,9,35,33,4,13,7,7,4,48,9,87,52,17,85,96,9,9,61,61,26,52,4,11,30,22,48,26,7,4,4,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,6nhamg6enmjebvyarfg0e1pn8,R. Bamba,Rayan Bamba,22,Defender,France,Defender,105.0,65.0,6.0,165.0,1.0,1.0,1.0,16.0,6.0,3.0,360.0,0.0,2.0,1.0,8.0,1.0,3.0,0.0,1.0,8.0,9.0,0.0,3.0,5.0,0.0,87.3,50.0,33.33,37.5,0.0,50.0,50.0,72.73,0.0546574087240376,0.1502872692033516,1.0,4.0,0.12937026,5.0,13.0,13.0,0.3696669399999999,76.0,26.25,16.25,1.5,41.25,0.25,0.25,0.25,4.0,1.5,0.75,0.0,0.5,0.25,2.0,0.25,0.75,0.0,0.25,2.0,2.25,0.0,0.75,1.25,0.0,87.3,50.0,33.33,37.5,0.0,50.0,50.0,72.73,0.0136643521810094,0.0375718173008379,0.25,1.0,0.032342565,1.25,3.25,3.25,0.0924167349999999,19.0,RB/RCB,71,43,43,57,19,31,43,45,19,38,29,26,29,88,93,50,26,57,81,83,36,71,69,48,62,62,71,52,29,33,69,86,24,43,60,38,57,69,60,43,33,62,71,48,52,62,24,29,43,43,29,33,29,24,29,95,90,48,26,62,86,81,36,71,67,48,62,62,71,52,29,33,69,86,29,38,67,40,48,71,67,52,38,67,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,71p6itylacjo1c0phfl1m0hxx,H. Voyer,Harold Voyer,29,Defender,Martinique,Defender,135.0,72.0,28.0,206.0,5.0,1.0,0.0,13.0,16.0,6.0,360.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,81.75,50.91,50.0,60.0,100.0,54.17,62.5,40.0,0.0471459376746874,0.0,1.0,5.0,0.1136067,2.0,16.0,23.0,0.4520063699999998,116.0,33.75,18.0,7.0,51.5,1.25,0.25,0.0,3.25,4.0,1.5,0.25,0.75,0.0,0.5,0.0,0.0,0.25,0.0,1.25,1.25,0.0,0.75,0.25,0.0,81.75,50.91,50.0,60.0,100.0,54.17,62.5,40.0,0.0117864844186718,0.0,0.25,1.25,0.028401675,0.5,4.0,5.75,0.1130015924999999,29.0,LB/LCB,92,67,100,83,73,46,27,33,75,69,79,56,6,33,44,8,71,44,56,50,44,58,31,46,42,83,83,73,94,54,75,35,38,8,71,54,50,31,71,83,42,81,88,62,100,83,83,46,27,25,79,54,83,40,6,33,44,8,69,44,50,50,44,46,29,46,42,83,83,73,94,54,75,35,33,8,69,46,42,31,79,94,46,88,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,7vw44wtfbj77tii550l3o7ndg,A. Bourabaa,Adil Bourabaa,21,Midfielder,Algeria,Midfielder,57.0,61.0,5.0,117.0,2.0,7.0,3.0,19.0,4.0,6.0,398.0,3.0,9.0,5.0,2.0,2.0,8.0,4.0,2.0,13.0,13.0,3.0,6.0,1.0,0.0,81.25,71.43,14.29,46.15,42.86,43.18,40.0,33.33,0.6396697819181031,0.6177358086410502,4.0,13.0,0.29619011,6.0,7.0,13.0,0.2904921199999999,41.0,12.889447236180905,13.79396984924623,1.1306532663316582,26.457286432160803,0.4522613065326633,1.5829145728643217,0.6783919597989949,4.296482412060302,0.9045226130653266,1.3567839195979898,0.6783919597989949,2.0351758793969847,1.1306532663316582,0.4522613065326633,0.4522613065326633,1.809045226130653,0.9045226130653266,0.4522613065326633,2.939698492462312,2.939698492462312,0.6783919597989949,1.3567839195979898,0.2261306532663316,0.0,81.25,71.43,14.29,46.15,42.86,43.18,40.0,33.33,0.1446489456598725,0.1396890019540063,0.9045226130653266,2.939698492462312,0.0669776630653266,1.3567839195979898,1.5829145728643217,2.939698492462312,0.0656891728643215,9.271356783919597,CM/AM,71,25,50,52,60,85,65,73,73,90,90,33,62,29,92,67,92,67,100,96,100,88,40,50,31,77,40,50,83,21,62,21,79,58,96,75,75,83,21,33,17,25,58,12,33,29,50,75,54,54,71,83,79,33,58,21,92,50,88,67,88,83,100,79,38,50,31,77,40,50,83,21,62,21,71,46,88,71,50,75,12,25,12,17,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,8lgdc9gtgcapv0pe6gvznt562,J. Vercruysse,Jean Vercruysse,26,Midfielder,France,Midfielder,27.0,29.0,2.0,56.0,2.0,4.0,1.0,8.0,2.0,3.0,228.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,77.78,40.0,0.0,100.0,25.0,34.78,40.0,100.0,0.4346577037122394,0.1674434291412531,2.0,1.0,0.0241224,4.0,7.0,7.0,0.23969829,22.0,10.657894736842106,11.447368421052632,0.7894736842105263,22.105263157894736,0.7894736842105263,1.5789473684210529,0.3947368421052631,3.1578947368421053,0.7894736842105263,1.1842105263157896,0.3947368421052631,0.3947368421052631,1.1842105263157896,0.7894736842105263,0.3947368421052631,0.7894736842105263,1.1842105263157896,0.7894736842105263,0.3947368421052631,0.3947368421052631,0.0,0.3947368421052631,0.0,0.0,77.78,40.0,0.0,100.0,25.0,34.78,40.0,100.0,0.1715754093600945,0.0660960904504946,0.7894736842105263,0.3947368421052631,0.009522,1.5789473684210529,2.763157894736842,2.763157894736842,0.0946177460526315,8.68421052631579,LM/LCM,25,12,12,12,62,38,38,38,31,62,38,12,62,25,62,25,56,75,12,12,44,38,19,56,12,25,19,94,44,38,81,100,50,25,62,12,12,50,38,25,12,12,38,12,12,12,62,75,50,38,62,75,50,12,88,25,62,25,88,88,12,12,44,50,19,56,12,25,19,94,44,38,81,100,75,38,75,12,12,88,38,25,12,25,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,9bvpig7xdyplu9drlnn7jih3o,N. Boissé,Noa Boissé,20,Defender,France,Defender,93.0,37.0,16.0,130.0,4.0,0.0,0.0,16.0,13.0,3.0,315.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,83.87,57.14,0.0,100.0,0.0,47.06,33.33,66.67,0.0,0.0675255396618933,0.0,1.0,0.01870347,1.0,9.0,12.0,0.24010191,65.0,26.571428571428573,10.571428571428571,4.571428571428571,37.142857142857146,1.1428571428571428,0.0,0.0,4.571428571428571,3.7142857142857135,0.8571428571428571,0.0,0.0,0.2857142857142857,1.7142857142857142,0.0,0.2857142857142857,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,83.87,57.14,0.0,100.0,0.0,47.06,33.33,66.67,0.0,0.0192930113319695,0.0,0.2857142857142857,0.0053438485714285,0.2857142857142857,2.571428571428572,3.4285714285714284,0.0686005457142857,18.571428571428573,RB/RCB,62,10,86,29,69,12,17,45,62,38,29,7,29,81,45,26,26,19,31,29,36,60,19,48,38,81,19,93,29,29,38,79,10,24,26,14,14,24,40,38,19,33,76,5,95,48,81,12,17,62,81,43,29,7,33,81,45,29,26,19,29,29,36,57,19,48,38,81,19,93,29,29,38,79,10,29,26,14,14,24,38,62,24,62,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,9doxed39dbbpneo9rosk5pdlg,L. Bretelle,Lucas Bretelle,24,Midfielder,France,Midfielder,46.0,44.0,5.0,89.0,0.0,0.0,0.0,10.0,2.0,6.0,224.0,0.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,89.0,45.45,50.0,0.0,0.0,41.67,0.0,33.33,0.0,0.2741073637675061,0.0,3.0,0.06317351,1.0,3.0,6.0,0.1264682999999999,31.0,18.482142857142858,17.678571428571427,2.008928571428571,35.75892857142857,0.0,0.0,0.0,4.017857142857142,0.8035714285714286,2.4107142857142856,0.0,0.0,2.8125,0.4017857142857143,0.4017857142857143,1.2053571428571428,0.0,0.0,0.8035714285714286,0.8035714285714286,0.0,0.0,0.4017857142857143,0.4017857142857143,89.0,45.45,50.0,0.0,0.0,41.67,0.0,33.33,0.0,0.1101324229423015,0.0,1.2053571428571428,0.0253822138392857,0.4017857142857143,1.2053571428571428,2.4107142857142856,0.0508131562499999,12.455357142857142,CM/AM,58,21,50,25,15,4,12,12,42,90,10,4,81,10,69,21,8,12,21,21,35,10,40,100,88,21,98,10,10,12,17,21,4,21,15,4,4,12,4,12,4,17,83,38,75,62,15,4,12,42,62,100,10,4,96,17,79,38,8,12,25,25,35,10,50,100,88,21,98,10,10,12,17,21,4,38,15,17,4,17,4,12,4,38,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,ecinw8qh468iydvlfhhxhgwl,A. Lauray,Alexandre Lauray,29,Midfielder,France,Midfielder,55.0,56.0,15.0,107.0,4.0,5.0,1.0,17.0,13.0,7.0,286.0,2.0,1.0,2.0,2.0,0.0,5.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,0.0,74.31,53.57,50.0,66.67,40.0,50.0,66.67,22.22,0.3264933534037583,0.5978619410828421,3.0,2.0,0.03620728,0.0,16.0,15.0,0.4504685499999999,52.0,17.30769230769231,17.622377622377623,4.720279720279721,33.67132867132867,1.2587412587412588,1.5734265734265735,0.3146853146853147,5.34965034965035,4.090909090909091,2.202797202797203,0.6293706293706294,0.3146853146853147,0.6293706293706294,0.6293706293706294,0.0,1.5734265734265735,1.2587412587412588,0.3146853146853147,0.944055944055944,0.944055944055944,0.0,0.6293706293706294,1.2587412587412588,0.0,74.31,53.57,50.0,66.67,40.0,50.0,66.67,22.22,0.1027426636585253,0.1881383730680272,0.944055944055944,0.6293706293706294,0.0113938993006993,0.0,5.034965034965035,4.720279720279721,0.1417558374125874,16.363636363636363,DM/CM,12,15,73,12,70,61,47,55,89,70,65,18,27,18,38,65,74,52,41,38,42,50,94,50,3,21,80,73,65,48,94,6,52,91,68,15,12,8,50,42,58,18,27,33,85,21,79,76,58,70,97,91,83,21,36,24,38,79,91,67,55,48,42,61,94,50,3,21,80,73,65,48,94,6,64,94,85,15,15,8,70,73,82,24,Ligue 1
