Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Hertha BSC,f0w62l8zql3tukxsy8fqwp72x,dagqmnyits33v1tnw02w3mk4q,J. Eitschberger,Julian Eitschberger,22,Defender,Germany,Defender,58.0,77.0,10.0,131.0,3.0,4.0,3.0,0.0,3.0,2.0,13.0,13.0,35.0,24.0,0.0,5.0,513.0,1.0,2.0,12.0,5.0,11.0,4.0,0.0,1.0,0.0,0.0,77.98,47.62,26.67,38.46,33.33,54.69,27.27,73.33,0.1799701699292075,0.5468721914859738,3.0,2.0,0.04146581,5.0,19.0,23.0,1.0138450199999998,70.0,10.175438596491228,13.508771929824562,1.7543859649122806,22.98245614035088,0.5263157894736842,0.7017543859649122,0.5263157894736842,0.0,0.5263157894736842,0.3508771929824561,2.280701754385965,2.280701754385965,6.140350877192982,4.2105263157894735,0.0,0.8771929824561403,0.175438596491228,0.3508771929824561,2.1052631578947367,0.8771929824561403,1.9298245614035088,0.7017543859649122,0.0,0.175438596491228,0.0,0.0,77.98,47.62,26.67,38.46,33.33,54.69,27.27,73.33,0.0315737140226679,0.0959424897343813,0.5263157894736842,0.3508771929824561,0.0072747035087719,0.8771929824561403,3.333333333333333,4.035087719298246,0.177867547368421,12.280701754385964,RB/RCB,31,58,73,46,31,73,42,13,83,85,94,92,92,81,42,60,58,19,100,90,90,81,38,90,52,52,38,62,81,52,67,62,15,54,42,81,83,25,31,83,67,77,92,52,23,35,50,15,19,54,35,13,77,81,88,85,92,73,42,54,46,15,100,85,81,73,38,92,52,52,38,62,81,52,67,62,15,54,23,69,77,15,15,77,62,62,88,31,2. Bundesliga
Hertha BSC,f0w62l8zql3tukxsy8fqwp72x,dn8qd3thtswisleeesyk0oxrd,S. Grønning,Sebastian Grønning,29,Attacker,Denmark,Striker,12.0,30.0,1.0,42.0,13.0,3.0,13.0,13.0,0.0,1.0,1.0,1.0,20.0,7.0,2.0,0.0,370.0,4.0,19.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,68.85,100.0,0.0,0.0,30.77,42.55,44.83,66.67,2.2123939616712507,0.2174572516724227,1.0,1.0,0.02385149,0.0,2.0,1.0,0.02626823,17.0,2.91891891891892,7.297297297297298,0.2432432432432432,10.216216216216218,3.1621621621621623,0.7297297297297298,3.1621621621621623,3.1621621621621623,0.0,0.2432432432432432,0.2432432432432432,0.2432432432432432,4.864864864864865,1.7027027027027029,0.4864864864864865,0.0,0.972972972972973,4.621621621621622,0.972972972972973,0.0,0.4864864864864865,0.0,0.0,0.0,0.0,0.0,68.85,100.0,0.0,0.0,30.77,42.55,44.83,66.67,0.5381498825686827,0.0528950071635622,0.2432432432432432,0.2432432432432432,0.0058017137837837,0.0,0.4864864864864865,0.2432432432432432,0.0063895694594594,4.135135135135136,ST,25,48,41,38,82,32,70,80,7,38,5,4,66,95,62,36,48,62,55,7,64,34,34,52,52,52,36,88,34,7,18,54,57,73,89,36,32,16,14,14,29,14,7,45,14,39,36,29,86,21,64,79,7,36,7,4,68,89,61,36,36,46,50,7,61,34,34,52,52,52,36,88,34,7,18,54,57,73,93,29,25,11,11,14,25,11,11,39,2. Bundesliga
Hertha BSC,f0w62l8zql3tukxsy8fqwp72x,ec04djw7dspowrm7h7wr6e5ed,J. Brekalo,Josip Brekalo,28,Attacker,Croatia,Striker,64.0,118.0,11.0,171.0,4.0,22.0,11.0,7.0,4.0,3.0,27.0,27.0,29.0,3.0,4.0,1.0,536.0,6.0,33.0,6.0,15.0,4.0,11.0,3.0,0.0,0.0,0.0,77.73,47.83,30.56,55.56,54.55,43.94,57.14,100.0,1.2822219654385316,2.055865292708759,6.0,26.0,0.6723102499999999,10.0,17.0,24.0,1.36998971,68.0,10.746268656716415,19.81343283582089,1.8470149253731345,28.712686567164177,0.6716417910447761,3.694029850746269,1.8470149253731345,1.1753731343283582,0.6716417910447761,0.503731343283582,4.533582089552239,4.533582089552239,4.869402985074626,0.503731343283582,0.6716417910447761,0.167910447761194,1.007462686567164,5.541044776119403,1.007462686567164,2.5186567164179103,0.6716417910447761,1.8470149253731345,0.503731343283582,0.0,0.0,0.0,77.73,47.83,30.56,55.56,54.55,43.94,57.14,100.0,0.2152984643460221,0.3452012618354259,1.007462686567164,4.365671641791045,0.1128879151119402,1.67910447761194,2.8544776119402986,4.029850746268656,0.2300355856343283,11.417910447761194,LW,83,100,75,100,75,96,83,71,83,67,92,92,75,62,92,38,83,83,71,79,71,100,83,50,50,50,50,58,92,75,67,67,92,92,83,92,88,88,67,96,92,83,92,92,75,92,75,75,50,92,50,33,67,50,75,75,50,58,83,25,50,75,42,75,50,100,83,50,50,50,50,58,92,75,67,67,92,92,75,92,75,67,58,83,92,83,83,92,2. Bundesliga
Hertha BSC,f0w62l8zql3tukxsy8fqwp72x,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,Mads Pedersen,30,Defender,Denmark,Defender,33.0,53.0,7.0,83.0,0.0,10.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,0.0,1.0,339.0,0.0,10.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,81.37,63.64,15.79,33.33,0.0,16.67,0.0,100.0,0.3856674295589203,0.8266593867040397,2.0,12.0,0.2743466,4.0,9.0,13.0,0.68508185,44.0,8.761061946902656,14.070796460176991,1.8584070796460177,22.035398230088497,0.0,2.6548672566371683,1.327433628318584,0.5309734513274337,0.7964601769911505,0.5309734513274337,0.7964601769911505,1.0619469026548674,0.5309734513274337,1.0619469026548674,0.0,0.2654867256637168,0.0,2.6548672566371683,0.0,0.2654867256637168,0.2654867256637168,0.7964601769911505,0.5309734513274337,0.0,0.0,0.0,81.37,63.64,15.79,33.33,0.0,16.67,0.0,100.0,0.1023895830687399,0.2194670938152317,0.5309734513274337,3.185840707964602,0.0728353805309734,1.0619469026548674,2.3893805309734515,3.4513274336283186,0.1818801371681415,11.68141592920354,LB/LCB,16,25,50,25,5,93,79,57,86,82,39,48,4,11,45,9,21,88,7,34,7,57,96,46,52,52,54,93,32,38,21,4,7,98,75,89,82,95,89,70,21,41,68,25,14,25,61,14,5,96,86,64,82,86,36,50,4,11,45,7,21,93,7,29,4,64,96,46,52,52,54,93,32,38,21,4,7,98,71,93,82,96,89,68,25,39,71,14,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,18oyd3rz9q0jijtdzpl582ns9,C. Kobald,Christoph Kobald,29,Defender,Austria,Defender,151.0,62.0,10.0,213.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,5.0,16.0,33.0,0.0,8.0,512.0,2.0,4.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,88.75,40.0,0.0,100.0,66.67,45.71,36.36,71.43,0.2113861428829805,0.0657621666582813,2.0,2.0,0.04101768,1.0,7.0,13.0,0.24108403,129.0,26.54296875,10.8984375,1.7578125,37.44140625,0.703125,0.17578125,0.52734375,0.17578125,0.3515625,0.0,0.3515625,0.87890625,2.8125,5.80078125,0.0,1.40625,0.3515625,0.703125,0.52734375,0.3515625,0.87890625,0.0,0.0,0.17578125,0.0,0.0,88.75,40.0,0.0,100.0,66.67,45.71,36.36,71.43,0.0371577204286489,0.011559755857901,0.3515625,0.3515625,0.0072101390625,0.17578125,1.23046875,2.28515625,0.0423780521484375,22.67578125,CB,38,36,34,31,14,25,59,25,88,33,70,89,34,69,41,70,86,52,56,80,67,47,42,94,52,52,50,25,47,91,88,9,12,64,41,31,89,45,50,56,14,30,6,31,19,19,25,12,12,19,59,22,88,33,72,88,16,59,41,62,84,50,47,78,59,47,42,97,52,52,50,25,47,91,88,9,12,64,38,28,91,44,44,50,9,16,9,22,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,32yloi4j3lfxlxkj2bkbh1gd0,N. Eichinger,Noel Eichinger,25,Attacker,Germany,Striker,24.0,50.0,3.0,73.0,4.0,10.0,4.0,4.0,0.0,2.0,10.0,11.0,21.0,3.0,0.0,1.0,339.0,0.0,11.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,67.59,37.5,14.29,40.0,0.0,42.86,40.0,62.5,0.3350651334871117,0.959737332599277,2.0,10.0,0.26141103,3.0,4.0,11.0,0.7510296499999999,38.0,6.371681415929204,13.27433628318584,0.7964601769911505,19.38053097345133,1.0619469026548674,2.6548672566371683,1.0619469026548674,1.0619469026548674,0.0,0.5309734513274337,2.6548672566371683,2.920353982300885,5.575221238938053,0.7964601769911505,0.0,0.2654867256637168,0.0,2.920353982300885,1.327433628318584,1.0619469026548674,1.327433628318584,0.2654867256637168,0.0,0.0,0.0,0.0,67.59,37.5,14.29,40.0,0.0,42.86,40.0,62.5,0.0889553451735694,0.2547975219290115,0.5309734513274337,2.6548672566371683,0.0694011584070796,0.7964601769911505,1.0619469026548674,2.920353982300885,0.1993884026548672,10.08849557522124,LW,25,42,42,33,75,58,12,21,12,46,29,29,58,62,25,38,12,17,54,33,92,42,21,50,50,50,8,25,50,33,12,58,46,42,17,75,25,42,33,38,29,58,58,58,33,50,42,50,83,75,8,25,12,58,33,33,75,75,25,50,12,17,75,33,92,42,21,50,50,50,8,25,50,33,12,58,46,42,17,75,17,50,42,58,42,75,67,75,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,4749x4vbxm1b56hbm27cy9o7p,M. Wanitzek,Marvin Wanitzek,33,Midfielder,Germany,Midfielder,71.0,162.0,13.0,219.0,6.0,26.0,21.0,6.0,15.0,7.0,12.0,12.0,28.0,3.0,1.0,4.0,540.0,8.0,24.0,13.0,3.0,3.0,14.0,2.0,0.0,0.0,0.0,75.26,46.43,29.17,25.0,38.1,50.91,50.0,50.0,1.4345918254592112,2.7597111282911104,9.0,21.0,0.57707409,9.0,17.0,30.0,1.23779023,104.0,11.833333333333334,27.0,2.1666666666666665,36.5,1.0,4.333333333333333,3.5,1.0,2.5,1.1666666666666667,2.0,2.0,4.666666666666667,0.5,0.1666666666666666,0.6666666666666666,1.3333333333333333,4.0,2.1666666666666665,0.5,0.5,2.333333333333333,0.3333333333333333,0.0,0.0,0.0,75.26,46.43,29.17,25.0,38.1,50.91,50.0,50.0,0.2390986375765351,0.459951854715185,1.5,3.5,0.0961790149999999,1.5,2.833333333333333,5.0,0.2062983716666666,17.333333333333332,CM/AM,81,93,91,89,93,100,93,69,98,96,70,70,80,63,78,67,96,96,93,35,56,100,91,52,50,52,26,37,59,9,67,70,89,46,93,100,100,87,93,91,63,80,93,81,67,85,81,74,93,100,78,59,96,81,44,41,52,52,74,37,85,85,85,22,41,100,70,52,50,52,26,37,59,9,67,70,89,46,78,100,85,74,81,78,30,70,85,67,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,61tl76nxelzp9mn608h9gji1g,S. Fukuda,Shio Fukuda,22,Attacker,Japan,Striker,7.0,20.0,1.0,27.0,2.0,4.0,9.0,8.0,1.0,3.0,3.0,5.0,14.0,1.0,2.0,0.0,315.0,4.0,10.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,66.67,44.44,38.89,18.18,60.0,1.1974102180382589,0.4131669986414965,0.0,2.0,0.07022652,2.0,2.0,0.0,0.1284309599999999,11.0,2.0,5.714285714285714,0.2857142857142857,7.714285714285714,0.5714285714285714,1.1428571428571428,2.571428571428572,2.2857142857142856,0.2857142857142857,0.8571428571428571,0.8571428571428571,1.4285714285714286,4.0,0.2857142857142857,0.5714285714285714,0.0,1.1428571428571428,2.857142857142857,1.4285714285714286,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,66.67,44.44,38.89,18.18,60.0,0.3421172051537882,0.1180477138975704,0.0,0.5714285714285714,0.02006472,0.5714285714285714,0.5714285714285714,0.0,0.0366945599999999,3.142857142857143,ST,9,18,41,11,14,50,38,45,34,71,29,54,39,14,62,36,48,18,71,38,84,34,34,52,52,52,70,88,34,82,55,32,11,68,57,57,11,32,36,54,29,5,39,25,7,18,39,7,14,46,46,50,32,75,32,54,43,11,71,36,43,14,82,46,89,34,34,52,52,52,70,88,34,82,55,32,11,68,61,79,11,36,39,54,32,5,46,21,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,7ljltttfi77o87y9e8me9vzf8,K. Wiethaup,Kevin Wiethaup,21,Midfielder,Germany,Midfielder,39.0,53.0,2.0,91.0,1.0,1.0,5.0,1.0,4.0,2.0,7.0,7.0,8.0,2.0,0.0,0.0,224.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,84.26,100.0,50.0,28.57,0.0,36.36,50.0,66.67,0.3339137879622326,0.0496179568748637,3.0,8.0,0.16649278,4.0,8.0,8.0,0.36134101,49.0,15.669642857142858,21.294642857142858,0.8035714285714286,36.5625,0.4017857142857143,0.4017857142857143,2.008928571428571,0.4017857142857143,1.6071428571428572,0.8035714285714286,2.8125,2.8125,3.2142857142857144,0.8035714285714286,0.0,0.0,0.0,0.8035714285714286,0.8035714285714286,0.8035714285714286,0.8035714285714286,0.4017857142857143,0.0,0.0,0.0,0.0,84.26,100.0,50.0,28.57,0.0,36.36,50.0,66.67,0.1341617898062541,0.0199357862443648,1.2053571428571428,3.2142857142857144,0.0668944205357142,1.6071428571428572,3.2142857142857144,3.2142857142857144,0.1451816558035714,19.6875,CM/AM,48,26,17,33,41,4,15,9,44,39,37,33,11,44,37,9,9,4,11,20,39,37,22,52,50,52,85,96,94,17,9,15,89,70,15,4,44,37,22,33,24,17,22,39,89,56,22,78,48,4,56,11,78,67,72,72,19,74,37,9,9,7,15,39,56,44,22,52,50,52,85,96,94,17,9,15,89,70,48,4,65,67,56,83,56,30,56,80,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,80nniieqtuwjhomwjcebnxyzu,L. Egloff,Lilian Egloff,24,Midfielder,Germany,Midfielder,33.0,44.0,1.0,77.0,2.0,4.0,10.0,8.0,2.0,3.0,6.0,6.0,20.0,1.0,0.0,2.0,238.0,2.0,14.0,5.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,74.04,12.5,0.0,50.0,20.0,64.52,0.0,70.0,0.8611268803553832,0.4354562263691723,1.0,4.0,0.10125091,3.0,4.0,7.0,0.24279183,31.0,12.478991596638656,16.638655462184875,0.3781512605042016,29.11764705882353,0.7563025210084033,1.512605042016807,3.7815126050420167,3.0252100840336134,0.7563025210084033,1.134453781512605,2.26890756302521,2.26890756302521,7.563025210084033,0.3781512605042016,0.0,0.7563025210084033,0.7563025210084033,5.294117647058823,1.8907563025210083,1.134453781512605,2.647058823529412,0.0,0.3781512605042016,0.0,0.0,0.0,74.04,12.5,0.0,50.0,20.0,64.52,0.0,70.0,0.325636215260439,0.1646683208959055,0.3781512605042016,1.512605042016807,0.0382881592436974,1.134453781512605,1.512605042016807,2.647058823529412,0.0918120365546218,11.722689075630251,CM/AM,35,13,7,26,59,15,67,87,15,57,28,26,57,30,37,31,44,57,41,35,91,15,61,52,50,52,15,7,15,59,33,96,20,81,67,22,11,15,15,13,11,9,11,15,70,22,7,48,78,41,81,100,33,78,56,52,96,37,37,52,70,93,67,59,100,15,85,52,50,52,15,7,15,59,33,96,20,81,85,52,26,19,19,48,19,22,22,33,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,8lrj5szdkc8k01idjqbnqapcl,M. Franke,Marcel Franke,33,Defender,Germany,Defender,163.0,86.0,20.0,249.0,25.0,2.0,10.0,10.0,0.0,1.0,1.0,2.0,37.0,36.0,0.0,6.0,495.0,3.0,24.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,85.86,66.67,0.0,0.0,30.0,55.22,55.56,62.5,1.4367994798798858,0.2181081998058897,0.0,4.0,0.08268855,1.0,18.0,22.0,0.4164585299999999,170.0,29.63636363636364,15.636363636363637,3.636363636363636,45.27272727272727,4.545454545454546,0.3636363636363636,1.818181818181818,1.818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.3636363636363636,6.727272727272728,6.545454545454546,0.0,1.0909090909090908,0.5454545454545454,4.363636363636363,0.7272727272727273,0.0,0.9090909090909092,0.0,0.1818181818181818,0.0,0.0,0.0,85.86,66.67,0.0,0.0,30.0,55.22,55.56,62.5,0.2612362690690701,0.0396560363283435,0.0,0.7272727272727273,0.0150342818181818,0.1818181818181818,3.272727272727273,4.0,0.0757197327272727,30.90909090909091,CB,47,66,81,48,100,55,95,100,30,75,50,67,100,80,41,52,94,100,70,30,67,47,92,44,52,52,31,89,47,30,48,53,45,45,100,84,30,72,72,56,61,83,50,70,34,62,72,38,100,45,97,100,30,77,45,69,97,81,41,47,94,100,62,30,62,47,86,44,52,52,31,89,47,30,48,53,45,45,100,75,30,66,66,53,56,75,31,53,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,9cv50yjyt18vfojkiw0p0jbpw,D. Zor,Danyal Zor,19,Midfielder,Germany,Midfielder,79.0,98.0,3.0,177.0,1.0,7.0,1.0,1.0,0.0,0.0,7.0,7.0,20.0,5.0,0.0,3.0,444.0,1.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,88.5,42.86,0.0,57.14,100.0,48.78,20.0,50.0,0.1101204499937416,0.5096849529045608,0.0,12.0,0.23798519,0.0,18.0,12.0,0.24537563,76.0,16.013513513513512,19.864864864864863,0.6081081081081081,35.87837837837838,0.2027027027027027,1.4189189189189189,0.2027027027027027,0.2027027027027027,0.0,0.0,1.4189189189189189,1.4189189189189189,4.0540540540540535,1.0135135135135134,0.0,0.6081081081081081,0.2027027027027027,0.8108108108108107,1.4189189189189189,0.8108108108108107,0.8108108108108107,0.0,0.0,0.0,0.0,0.0,88.5,42.86,0.0,57.14,100.0,48.78,20.0,50.0,0.0223217128365692,0.1033145174806542,0.0,2.4324324324324325,0.0482402412162162,0.0,3.6486486486486487,2.4324324324324325,0.0497383033783783,15.405405405405403,DM/CM,34,59,12,44,9,83,9,22,9,12,81,80,41,11,25,14,34,23,73,88,27,33,38,52,52,52,88,34,33,67,100,38,14,30,12,84,12,84,78,11,50,28,16,31,41,66,6,47,9,88,9,20,9,12,83,78,44,9,25,9,39,22,77,84,25,33,38,52,52,52,88,34,33,67,100,38,14,30,9,84,12,91,72,11,50,16,6,28,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,9jszz4regvdvl0v4i8s41jbah,V. Bergh,Viktor Bergh,27,Defender,Sweden,Defender,15.0,36.0,3.0,48.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,12.0,7.0,0.0,0.0,206.0,0.0,2.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,77.42,60.0,30.0,100.0,0.0,57.14,0.0,83.33,0.1244872431231244,0.5060916095670793,2.0,5.0,0.12270834,4.0,7.0,5.0,0.5241976299999999,28.0,6.553398058252427,15.728155339805824,1.3106796116504855,20.97087378640777,0.0,1.7475728155339807,0.8737864077669903,0.0,0.8737864077669903,0.4368932038834952,0.4368932038834952,0.4368932038834952,5.242718446601942,3.058252427184466,0.0,0.0,0.0,0.8737864077669903,2.184466019417476,0.4368932038834952,2.184466019417476,1.3106796116504855,0.0,0.0,0.0,0.0,77.42,60.0,30.0,100.0,0.0,57.14,0.0,83.33,0.0543876304906854,0.2211079847623162,0.8737864077669903,2.184466019417476,0.0536104398058252,1.7475728155339807,3.058252427184466,2.184466019417476,0.2290183820388349,12.233009708737864,LB/LCB,4,14,18,4,5,57,32,18,70,57,16,16,21,29,45,4,21,20,68,34,59,57,39,46,52,52,18,86,68,96,21,55,7,93,25,71,82,43,43,70,14,7,54,7,4,36,32,4,5,89,71,18,89,79,18,18,75,50,45,4,21,46,96,43,96,86,39,46,52,52,18,86,68,96,21,55,7,93,50,96,96,75,71,100,39,21,93,21,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,enpkvxwcyv4sqfzulxwmvxmac,D. Ofli,Deniz Ofli,19,Defender,Türkiye,Defender,120.0,70.0,9.0,188.0,3.0,1.0,2.0,0.0,2.0,0.0,13.0,13.0,25.0,13.0,0.0,2.0,495.0,0.0,2.0,2.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,83.19,42.86,40.0,46.15,0.0,48.08,50.0,50.0,0.1189992417710008,0.1478133667679114,1.0,5.0,0.09652307,1.0,13.0,9.0,0.25202315,84.0,21.818181818181817,12.727272727272728,1.6363636363636365,34.18181818181818,0.5454545454545454,0.1818181818181818,0.3636363636363636,0.0,0.3636363636363636,0.0,2.363636363636364,2.363636363636364,4.545454545454546,2.363636363636364,0.0,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,1.0909090909090908,1.2727272727272727,0.3636363636363636,0.0,0.0,0.0,0.0,83.19,42.86,40.0,46.15,0.0,48.08,50.0,50.0,0.0216362257765456,0.0268751575941657,0.1818181818181818,0.9090909090909092,0.017549649090909,0.1818181818181818,2.363636363636364,1.6363636363636365,0.0458223909090909,15.272727272727272,LB/LCB,80,57,68,68,41,20,32,18,70,23,100,98,77,57,45,18,21,20,27,96,82,46,39,46,52,52,61,57,82,54,21,21,48,25,18,25,54,43,36,16,55,23,18,61,68,14,46,54,29,18,21,18,54,23,86,86,57,43,45,14,21,11,25,93,61,39,39,46,52,52,61,57,82,54,21,21,48,25,14,18,50,29,25,14,21,4,4,36,2. Bundesliga
Karlsruher SC,aojwbjr39s1w2mcd9l2bf2dhk,exv3nnlltc7h6s5jtdad5k9hw,R. Pinto Pedrosa,Rafael Pinto Pedrosa,18,Defender,Germany,Defender,49.0,47.0,1.0,96.0,4.0,2.0,4.0,2.0,2.0,0.0,9.0,9.0,25.0,5.0,1.0,3.0,435.0,2.0,13.0,5.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,78.69,25.0,0.0,44.44,50.0,52.08,80.0,75.0,0.3644632878502625,0.1176647445724105,2.0,5.0,0.1148149699999999,3.0,6.0,7.0,0.20808832,44.0,10.13793103448276,9.724137931034484,0.2068965517241379,19.86206896551724,0.8275862068965518,0.4137931034482759,0.8275862068965518,0.4137931034482759,0.4137931034482759,0.0,1.862068965517241,1.862068965517241,5.172413793103448,1.0344827586206895,0.2068965517241379,0.6206896551724138,0.4137931034482759,2.689655172413793,1.0344827586206895,0.8275862068965518,1.862068965517241,0.0,0.0,0.2068965517241379,0.0,0.0,78.69,25.0,0.0,44.44,50.0,52.08,80.0,75.0,0.0754061974862612,0.0243444299115332,0.4137931034482759,1.0344827586206895,0.0237548213793103,0.6206896551724138,1.2413793103448276,1.4482758620689655,0.0430527558620689,9.10344827586207,RB/RCB,19,19,4,19,46,33,62,60,62,27,85,79,69,8,90,31,85,98,75,81,73,23,38,90,52,52,42,12,23,65,83,46,98,65,65,31,65,73,62,56,17,19,15,21,19,15,4,8,42,38,65,54,58,27,81,77,73,4,96,27,88,100,65,77,77,23,38,96,52,52,42,12,23,65,83,46,98,65,62,31,65,65,62,54,12,8,15,12,2. Bundesliga
