Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Frosinone,5khizzei8z0qbb7exz622wxw3,51shig8ylkdt63h19537eclbd,G. Calò,Giacomo Calò,29,Midfielder,Italy,Midfielder,61.0,14.0,98.0,8.0,145.0,15.0,3.0,3.0,15.0,4.0,1.0,350.0,8.0,3.0,1.0,1.0,1.0,6.0,3.0,3.0,2.0,0.0,2.0,6.0,0.0,80.56,32.0,56.0,100.0,33.33,65.22,25.0,33.33,0.4072768815912753,1.8335089088222103,1.0,1.0,0.0241224,4.0,14.0,15.0,0.4859643699999998,82.0,15.685714285714283,3.6,25.2,2.0571428571428574,37.285714285714285,3.857142857142857,0.7714285714285715,0.7714285714285715,3.857142857142857,1.0285714285714287,0.2571428571428572,2.0571428571428574,0.7714285714285715,0.2571428571428572,0.2571428571428572,0.2571428571428572,1.542857142857143,0.7714285714285715,0.7714285714285715,0.5142857142857143,0.0,0.5142857142857143,1.542857142857143,0.0,80.56,32.0,56.0,100.0,33.33,65.22,25.0,33.33,0.1047283409806136,0.4714737194114255,0.2571428571428572,0.2571428571428572,0.0062029028571428,1.0285714285714287,3.6,3.857142857142857,0.1249622665714285,21.085714285714285,RM/RCM,89,100,89,94,89,100,22,22,89,83,44,100,89,44,44,83,78,39,89,67,33,67,50,56,11,22,89,100,56,100,50,33,89,100,89,67,67,78,100,89,100,100,89,100,78,78,78,78,11,11,67,78,44,100,56,44,22,78,56,33,67,67,33,67,44,56,11,22,89,100,56,100,50,33,89,100,78,67,67,78,100,89,89,100,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,7xdhy2xi9mrhzjn6aiatd9ono,P. Masini,Patrizio Masini,25,Midfielder,Italy,Midfielder,34.0,0.0,43.0,2.0,77.0,1.0,2.0,3.0,22.0,12.0,7.0,301.0,5.0,1.0,11.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,74.76,28.57,0.0,50.0,0.0,53.66,37.5,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16611295681063,0.0,12.857142857142856,0.5980066445182725,23.023255813953487,0.2990033222591362,0.5980066445182725,0.8970099667774086,6.578073089700997,3.5880398671096345,2.093023255813953,1.495016611295681,0.2990033222591362,3.2890365448504983,0.8970099667774086,0.2990033222591362,0.8970099667774086,0.0,0.8970099667774086,0.2990033222591362,0.0,0.0,1.495016611295681,0.0,74.76,28.57,0.0,50.0,0.0,53.66,37.5,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,4,30,22,20,8,18,42,54,98,96,90,88,46,100,80,88,56,30,72,60,46,26,90,52,4,22,30,56,26,48,76,88,24,24,36,24,24,26,20,20,20,20,4,30,12,24,4,12,40,48,92,96,88,84,36,100,80,80,48,30,68,56,46,26,72,52,4,22,30,56,26,48,76,88,24,24,36,24,24,26,20,20,20,20,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,Romano Schmid,26,Midfielder,Austria,Midfielder,23.0,0.0,46.0,5.0,69.0,1.0,5.0,6.0,10.0,2.0,0.0,277.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,72.63,71.43,0.0,40.0,0.0,38.46,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.472924187725631,0.0,14.945848375451265,1.624548736462094,22.41877256317689,0.3249097472924188,1.624548736462094,1.9494584837545128,3.249097472924188,0.6498194945848376,0.0,0.9747292418772564,0.6498194945848376,0.3249097472924188,0.6498194945848376,0.3249097472924188,0.0,0.0,0.0,0.0,0.0,0.0,0.9747292418772564,0.0,72.63,71.43,0.0,40.0,0.0,38.46,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,6,18,26,85,18,12,59,59,32,38,12,47,44,21,74,82,9,9,21,26,41,21,26,53,6,76,18,41,21,24,62,21,15,12,29,12,12,12,12,12,12,12,12,18,24,76,18,12,59,65,18,35,12,35,41,6,65,71,9,9,21,26,41,21,29,53,6,76,18,41,21,24,62,21,15,12,29,12,12,12,12,12,12,12,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,cbzfr0b3pjiknahduv488ogoa,I. Monterisi,Ilario Monterisi,24,Defender,Italy,Defender,21.0,0.0,20.0,5.0,41.0,3.0,0.0,0.0,16.0,18.0,3.0,213.0,1.0,0.0,4.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,75.93,50.0,0.0,0.0,25.0,51.61,43.75,50.0,0.5149942273829532,0.1769261475466322,0.0,0.0,0.0,1.0,7.0,8.0,0.1844790899999999,29.0,8.873239436619718,0.0,8.450704225352112,2.112676056338028,17.323943661971832,1.267605633802817,0.0,0.0,6.76056338028169,7.605633802816901,1.267605633802817,0.4225352112676056,0.0,1.6901408450704225,2.9577464788732395,0.0,1.6901408450704225,1.6901408450704225,0.0,0.0,0.0,0.4225352112676056,2.9577464788732395,0.0,75.93,50.0,0.0,0.0,25.0,51.61,43.75,50.0,0.2176031946688534,0.0747575271323797,0.0,0.0,0.0,0.4225352112676056,2.9577464788732395,3.380281690140845,0.0779489112676055,12.253521126760564,CB,4,38,11,53,3,82,24,24,74,82,50,38,31,69,72,41,99,99,45,43,46,77,93,49,5,39,38,31,57,32,24,24,95,70,43,31,31,70,74,76,59,46,8,38,16,62,3,89,24,24,89,92,62,46,31,84,84,41,100,100,45,43,46,92,95,49,5,39,38,31,57,32,24,24,97,70,43,31,31,73,76,76,70,51,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,ct2t62s5gte4o5hodlfz9hkb8,A. Raimondo,Antonio Raimondo,22,Attacker,Italy,Striker,4.0,0.0,14.0,0.0,18.0,3.0,3.0,3.0,10.0,0.0,1.0,329.0,5.0,0.0,1.0,4.0,0.0,8.0,7.0,1.0,4.0,4.0,4.0,12.0,0.0,62.07,0.0,0.0,0.0,50.0,27.03,25.0,100.0,1.0121395877605623,0.2679605696904787,1.0,2.0,0.13206623,2.0,1.0,3.0,0.0317841099999999,8.0,1.094224924012158,0.0,3.8297872340425534,0.0,4.924012158054712,0.8206686930091186,0.8206686930091186,0.8206686930091186,2.7355623100303954,0.0,0.2735562310030395,1.3677811550151977,0.0,0.2735562310030395,1.094224924012158,0.0,2.188449848024316,1.9148936170212767,0.2735562310030395,1.094224924012158,1.094224924012158,1.094224924012158,3.2826747720364744,0.0,62.07,0.0,0.0,0.0,50.0,27.03,25.0,100.0,0.2768770908767496,0.0733022835019546,0.2735562310030395,0.547112462006079,0.0361275401215805,0.547112462006079,0.2735562310030395,0.8206686930091186,0.0086947413373859,2.188449848024316,ST,6,38,15,25,13,48,35,35,33,12,75,58,10,56,69,42,63,63,42,96,96,77,46,48,8,25,38,10,71,4,42,90,65,73,52,46,65,77,52,77,38,46,4,38,4,25,4,35,23,19,4,12,65,35,10,42,58,42,31,38,23,88,96,54,27,48,8,25,38,10,71,4,42,90,62,62,46,42,62,73,46,62,35,46,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,dx7fg77tfqytimfiixw9tyfx0,S. Fini,Seydou Fini,20,Attacker,Italy,Striker,6.0,1.0,20.0,0.0,25.0,3.0,4.0,4.0,9.0,0.0,1.0,179.0,4.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,80.65,0.0,25.0,75.0,50.0,50.0,0.0,50.0,0.1783408996285161,0.3093520438754069,2.0,5.0,0.1467850799999998,3.0,0.0,2.0,0.18931902,4.0,3.016759776536313,0.5027932960893855,10.05586592178771,0.0,12.569832402234637,1.5083798882681565,2.011173184357542,2.011173184357542,4.5251396648044695,0.0,0.5027932960893855,2.011173184357542,1.5083798882681565,0.5027932960893855,0.0,0.0,1.005586592178771,1.005586592178771,0.0,0.5027932960893855,0.0,0.5027932960893855,4.022346368715084,0.0,80.65,0.0,25.0,75.0,50.0,50.0,0.0,50.0,0.0896686087517678,0.155540133792104,1.005586592178771,2.5139664804469275,0.073802554189944,1.5083798882681565,0.0,1.005586592178771,0.0951883340782123,2.011173184357542,ST,15,83,31,25,19,48,44,44,23,12,75,35,73,56,13,42,4,10,10,44,19,10,19,48,73,25,83,88,71,83,13,60,35,77,69,73,69,85,23,56,77,35,35,88,54,25,42,62,54,54,50,12,92,69,81,69,13,42,4,15,10,54,19,15,38,48,73,25,83,88,71,83,13,60,35,77,81,77,73,85,23,75,85,42,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,eg9jgcpcll4b1rfcx7u1gspw4,G. Calvani,Gabriele Calvani,22,Defender,Italy,Defender,48.0,0.0,13.0,3.0,61.0,0.0,1.0,1.0,25.0,23.0,5.0,344.0,4.0,0.0,7.0,11.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,71.76,33.33,0.0,0.0,0.0,65.79,84.62,70.0,0.4772934555735071,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.11026885,33.0,12.55813953488372,0.0,3.4011627906976742,0.7848837209302325,15.959302325581394,0.0,0.2616279069767441,0.2616279069767441,6.540697674418604,6.017441860465116,1.3081395348837208,1.0465116279069766,0.0,1.8313953488372088,2.877906976744186,0.0,1.0465116279069766,1.0465116279069766,0.0,0.2616279069767441,0.0,0.0,1.3081395348837208,0.0,71.76,33.33,0.0,0.0,0.0,65.79,84.62,70.0,0.1248732877953942,0.0,0.0,0.0,0.0,0.0,1.569767441860465,1.0465116279069766,0.0288494084302325,8.633720930232558,RB/RCB,50,21,5,55,11,8,26,24,100,100,92,92,21,95,100,39,87,97,37,79,50,42,66,50,5,45,21,21,42,68,95,61,95,26,47,29,29,29,63,55,47,53,21,21,5,53,5,8,21,21,89,100,74,84,21,68,100,39,74,95,37,74,50,42,53,50,5,45,21,21,42,68,95,61,84,26,47,29,29,29,63,53,47,47,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,j3e45tivwj7iod1xde5o642c,G. Bracaglia,Gabriele Bracaglia,23,Defender,Italy,Defender,23.0,1.0,33.0,3.0,55.0,5.0,1.0,1.0,17.0,19.0,2.0,330.0,6.0,1.0,3.0,6.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,0.0,63.22,15.79,50.0,100.0,60.0,54.84,54.55,75.0,0.4915803449272055,0.382348317965379,1.0,2.0,0.04382219,1.0,8.0,9.0,0.2580559999999999,37.0,6.272727272727273,0.2727272727272727,9.0,0.8181818181818182,15.0,1.3636363636363638,0.2727272727272727,0.2727272727272727,4.636363636363637,5.181818181818182,0.5454545454545455,1.6363636363636365,0.2727272727272727,0.8181818181818182,1.6363636363636365,0.2727272727272727,1.3636363636363638,0.5454545454545455,0.8181818181818182,0.5454545454545455,0.2727272727272727,0.8181818181818182,1.090909090909091,0.0,63.22,15.79,50.0,100.0,60.0,54.84,54.55,75.0,0.1340673667983287,0.1042768139905579,0.2727272727272727,0.5454545454545455,0.0119515063636363,0.2727272727272727,2.181818181818182,2.4545454545454546,0.070378909090909,10.090909090909092,LB/LCB,5,45,14,31,14,81,33,33,86,100,45,95,62,67,86,88,83,64,88,90,90,95,50,48,5,10,95,95,86,43,71,71,95,81,71,55,52,62,71,60,52,57,5,38,14,19,5,71,24,24,76,100,38,90,52,57,76,76,81,62,81,86,90,95,43,48,5,10,95,95,86,43,71,71,86,76,71,52,52,57,62,52,52,57,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,1lxfpn0wmr895me9xbzcfnh90,A. Marcandalli,Alessandro Marcandalli,23,Defender,Italy,Defender,83.0,1.0,46.0,2.0,128.0,2.0,2.0,2.0,12.0,15.0,0.0,351.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,83.66,25.0,25.0,50.0,0.0,60.0,60.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28205128205128,0.2564102564102564,11.794871794871796,0.5128205128205129,32.820512820512825,0.5128205128205129,0.5128205128205129,0.5128205128205129,3.076923076923077,3.8461538461538463,0.0,0.5128205128205129,0.2564102564102564,0.5128205128205129,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128205128205129,0.0,83.66,25.0,25.0,50.0,0.0,60.0,60.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,89,61,39,37,79,53,42,37,53,89,8,53,50,18,76,39,16,21,37,37,50,42,24,50,37,34,79,58,42,63,74,8,29,26,47,29,29,29,24,24,24,24,79,42,21,32,42,47,42,32,26,79,8,42,42,16,74,39,16,21,37,37,50,42,21,50,37,34,79,58,42,63,74,8,29,26,47,29,29,29,24,24,24,24,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,Milutin Osmajic,27,Attacker,Montenegro,Striker,4.0,0.0,11.0,0.0,15.0,4.0,2.0,2.0,10.0,2.0,0.0,207.0,6.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,12.0,1.0,75.0,0.0,0.0,50.0,25.0,52.63,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7391304347826089,0.0,4.782608695652175,0.0,6.521739130434783,1.7391304347826089,0.8695652173913044,0.8695652173913044,4.347826086956522,0.8695652173913044,0.0,2.608695652173913,0.4347826086956522,0.0,1.3043478260869563,0.0,1.7391304347826089,1.7391304347826089,0.0,0.0,0.4347826086956522,0.4347826086956522,5.217391304347826,0.4347826086956522,75.0,0.0,0.0,50.0,25.0,52.63,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,6,38,8,25,4,63,23,21,33,62,29,81,29,21,58,42,17,29,10,17,52,10,46,98,50,25,38,62,15,88,87,21,17,21,23,19,19,25,23,19,17,17,8,38,15,25,12,73,31,27,46,73,29,85,35,21,65,42,27,31,10,17,62,8,58,100,50,25,38,62,15,88,87,21,17,21,23,19,19,25,23,19,17,17,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,2um03dny7h3sdvehq3bygd1t6,M. Frendrup,Morten Frendrup,25,Midfielder,Denmark,Midfielder,102.0,1.0,72.0,2.0,173.0,4.0,5.0,5.0,17.0,9.0,14.0,360.0,4.0,3.0,5.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,90.1,33.33,100.0,60.0,50.0,58.62,57.14,71.43,0.1938472510467072,0.2565731819973134,1.0,7.0,0.1501794499999998,7.0,7.0,9.0,0.1985152199999999,79.0,25.5,0.25,18.0,0.5,43.25,1.0,1.25,1.25,4.25,2.25,3.5,1.0,0.75,1.25,1.0,0.0,0.5,0.25,0.25,0.0,0.0,0.25,0.5,0.0,90.1,33.33,100.0,60.0,50.0,58.62,57.14,71.43,0.0484618127616768,0.0641432954993283,0.25,1.75,0.0375448624999999,1.75,1.75,2.25,0.0496288049999999,19.75,DM/CM,92,66,48,20,76,74,84,84,84,90,100,80,84,84,88,40,38,72,42,24,46,72,32,52,64,32,100,66,88,76,86,76,64,76,74,80,80,92,60,64,64,68,64,60,32,16,32,56,64,64,60,84,100,56,68,60,84,40,34,60,36,24,46,52,24,52,64,32,100,66,88,76,86,76,56,72,72,80,80,88,60,56,60,64,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,40msbo4o5bwx0oeuz4743w161,L. Østigård,Leo Østigård,26,Defender,Norway,Defender,143.0,0.0,43.0,2.0,186.0,1.0,0.0,0.0,19.0,21.0,4.0,336.0,1.0,0.0,5.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,89.0,14.29,0.0,0.0,50.0,59.38,61.9,100.0,0.2254068763226127,0.0363808643130182,0.0,0.0,0.0,0.0,3.0,5.0,0.1109425799999999,67.0,38.30357142857143,0.0,11.517857142857142,0.5357142857142857,49.82142857142857,0.2678571428571428,0.0,0.0,5.089285714285714,5.625,1.0714285714285714,0.2678571428571428,0.0,1.3392857142857142,3.482142857142857,0.0,0.5357142857142857,0.5357142857142857,0.0,0.0,0.0,0.2678571428571428,1.6071428571428572,0.0,89.0,14.29,0.0,0.0,50.0,59.38,61.9,100.0,0.0603768418721284,0.0097448743695584,0.0,0.0,0.0,0.0,0.8035714285714286,1.3392857142857142,0.0297167624999999,17.94642857142857,CB,84,38,50,14,76,35,24,24,91,89,66,38,31,88,96,41,65,70,45,43,46,77,84,49,43,5,38,31,76,62,62,92,73,49,43,31,31,31,54,64,49,74,70,38,32,11,59,27,24,24,68,73,54,30,31,65,86,41,54,62,45,43,46,59,70,49,43,5,38,31,76,62,62,92,70,49,43,31,31,31,54,57,46,65,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,Lorenzo Colombo,24,Attacker,Italy,Striker,8.0,1.0,26.0,4.0,33.0,5.0,4.0,4.0,13.0,2.0,1.0,300.0,6.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,0.0,1.0,10.0,0.0,67.35,57.14,100.0,50.0,20.0,29.55,10.0,33.33,0.3869348972797396,0.5771595347438365,3.0,2.0,0.0955813,0.0,3.0,3.0,0.2146856299999999,14.0,2.4,0.3,7.8,1.2,9.9,1.5,1.2,1.2,3.9,0.6,0.3,1.7999999999999998,0.6,0.3,0.6,0.3,1.5,0.6,0.8999999999999999,0.3,0.0,0.3,3.0,0.0,67.35,57.14,100.0,50.0,20.0,29.55,10.0,33.33,0.1160804691839218,0.1731478604231509,0.8999999999999999,0.6,0.0286743899999999,0.0,0.8999999999999999,0.8999999999999999,0.0644056889999999,4.2,ST,35,83,50,92,35,77,44,44,60,62,75,81,54,56,44,90,27,10,92,44,19,10,31,48,23,58,100,62,8,15,27,46,42,85,83,46,58,25,75,77,85,67,19,77,35,92,27,58,42,42,31,42,69,65,42,46,38,88,15,4,87,35,19,4,19,48,23,58,100,62,8,15,27,46,42,81,71,46,58,25,73,65,73,58,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,Djibril Sow,29,Midfielder,Switzerland,Midfielder,57.0,5.0,51.0,4.0,103.0,5.0,1.0,1.0,7.0,0.0,1.0,227.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.29,50.0,33.33,0.0,0.0,53.85,50.0,100.0,0.0671420201658837,0.5285192404917576,0.0,2.0,0.04382219,1.0,3.0,1.0,0.07356446,26.0,22.59911894273128,1.9823788546255507,20.22026431718061,1.5859030837004406,40.83700440528634,1.9823788546255507,0.3964757709251101,0.3964757709251101,2.775330396475771,0.0,0.3964757709251101,1.1894273127753303,0.0,1.1894273127753303,0.3964757709251101,0.3964757709251101,0.3964757709251101,0.3964757709251101,0.0,0.0,0.0,0.0,0.3964757709251101,0.0,87.29,50.0,33.33,0.0,0.0,53.85,50.0,100.0,0.026620184206738,0.2095450733227232,0.0,0.7929515418502203,0.0173744365638766,0.3964757709251101,1.1894273127753303,0.3964757709251101,0.0291665259911894,10.308370044052865,CM/AM,79,97,35,68,41,82,9,9,12,15,35,47,9,68,44,82,21,24,21,26,41,21,12,53,47,44,74,9,21,68,62,88,29,94,29,29,29,29,24,24,24,26,88,94,53,71,65,94,6,6,12,15,47,59,9,71,59,94,24,24,21,26,41,21,12,53,47,44,74,9,21,68,62,88,29,94,29,29,29,29,29,24,24,41,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,7ojvhhfvbtbn60sc50y4l2ctm,J. Vásquez,Johan Vásquez,27,Defender,Mexico,Defender,137.0,0.0,51.0,5.0,188.0,1.0,3.0,3.0,18.0,17.0,1.0,341.0,4.0,0.0,2.0,8.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,82.82,23.81,0.0,0.0,33.33,62.07,72.73,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.158357771261,0.0,13.460410557184751,1.3196480938416422,49.61876832844575,0.2639296187683284,0.7917888563049854,0.7917888563049854,4.750733137829912,4.486803519061584,0.2639296187683284,1.0557184750733135,0.0,0.5278592375366569,2.1114369501466275,0.0,0.7917888563049854,0.7917888563049854,0.0,0.0,0.2639296187683284,0.2639296187683284,1.3196480938416422,0.0,82.82,23.81,0.0,0.0,33.33,62.07,72.73,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,86,17,57,62,86,24,71,71,90,86,21,81,26,45,90,38,67,86,24,38,90,60,64,48,33,19,17,26,62,81,90,17,26,26,36,24,24,26,24,24,24,24,86,17,38,38,81,19,67,67,81,76,14,76,26,33,90,38,62,81,24,38,86,48,48,48,33,19,17,26,62,81,90,17,26,26,36,24,24,26,24,24,24,24,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,7u9bpiajlgr3zibj89pub7wbu,M. Ellertsson,Mikael Ellertsson,24,Midfielder,Iceland,Midfielder,29.0,2.0,39.0,1.0,66.0,2.0,4.0,4.0,16.0,9.0,2.0,350.0,2.0,3.0,9.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,75.0,33.33,22.22,75.0,0.0,50.0,0.0,81.82,0.1248202778320801,0.1560677018244584,1.0,9.0,0.24231415,4.0,4.0,5.0,0.1813090399999998,28.0,7.457142857142857,0.5142857142857143,10.028571428571428,0.2571428571428572,16.97142857142857,0.5142857142857143,1.0285714285714287,1.0285714285714287,4.114285714285715,2.3142857142857145,0.5142857142857143,0.5142857142857143,0.7714285714285715,2.3142857142857145,0.0,0.0,0.5142857142857143,0.5142857142857143,0.0,0.5142857142857143,0.0,0.0,1.8,0.0,75.0,33.33,22.22,75.0,0.0,50.0,0.0,81.82,0.0320966428711063,0.0401316947548607,0.2571428571428572,2.3142857142857145,0.0623093528571428,1.0285714285714287,1.0285714285714287,1.2857142857142858,0.0466223245714285,7.2,CM/AM,18,74,18,21,12,32,47,41,94,94,59,24,71,100,15,35,32,47,21,74,41,21,59,53,18,18,41,82,21,53,15,65,35,41,62,79,88,74,29,47,41,38,6,71,6,6,6,24,35,35,65,88,59,18,59,100,15,35,29,35,21,65,41,21,53,53,18,18,41,82,21,53,15,65,35,29,59,65,65,65,24,29,35,24,Serie A
