Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total accurate cross_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total interception_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total accurate cross_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total interception_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total interception_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Zemun,4ppegvbl5hgavq8ter9xctwes,3489xzkqzdzyotyikig3vdudw,G. Vadze,Godswill Vadze,25.0,Attacker,Ghana,Striker,19.0,47.0,3.0,63.0,2.0,1.0,6.0,9.0,4.0,5.0,22.0,2.0,0.0,381.0,4.0,13.0,10.0,3.0,3.0,2.0,12.0,12.0,7.0,6.0,0.0,0.0,69.23,30.0,30.0,58.33,44.44,37.93,15.38,75.0,0.6352802483860719,0.4854977031085631,3.0,7.0,0.19268585,1.0,5.0,9.0,0.3329265999999999,27.0,4.488188976377953,11.10236220472441,0.7086614173228346,14.881889763779528,0.4724409448818897,0.2362204724409448,1.4173228346456692,2.125984251968504,0.9448818897637796,1.1811023622047243,5.196850393700787,0.4724409448818897,0.0,0.9448818897637796,3.070866141732284,2.3622047244094486,0.7086614173228346,0.7086614173228346,0.4724409448818897,2.8346456692913384,2.8346456692913384,1.653543307086614,1.4173228346456692,0.0,0.0,69.23,30.0,30.0,58.33,44.44,37.93,15.38,75.0,0.1500662004061587,0.1146844967972983,0.7086614173228346,1.653543307086614,0.045516342519685,0.2362204724409448,1.1811023622047243,2.125984251968504,0.0786440787401574,6.377952755905512,ST,43,61,66,57,13,74,57,49,19,74,46,34,24,59,34,70,64,86,44,76,74,90,91,50,51,39,29,86,83,69,26,11,69,23,63,57,69,60,33,56,70,60,66,40,77,69,66,11,77,69,43,20,83,51,34,24,69,23,69,71,89,54,89,86,97,100,50,51,39,29,86,83,69,26,11,69,20,69,60,83,69,31,69,83,71,74,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,3vxisvex2vxt59ckmvnjxrs9h,U. Ljubomirac,Uros Ljubomirac,36.0,Midfielder,Serbia,Midfielder,39.0,91.0,5.0,130.0,8.0,0.0,9.0,3.0,2.0,1.0,35.0,6.0,0.0,418.0,0.0,8.0,17.0,1.0,0.0,2.0,14.0,14.0,6.0,1.0,0.0,0.0,76.47,55.56,0.0,42.86,0.0,56.45,50.0,25.0,0.2470628477583014,0.5508555452164069,0.0,10.0,0.22315443,5.0,22.0,21.0,0.41019983,76.0,8.39712918660287,19.593301435406698,1.076555023923445,27.99043062200957,1.7224880382775118,0.0,1.9377990430622007,0.6459330143540669,0.4306220095693779,0.2153110047846889,7.535885167464114,1.2918660287081338,0.0,0.0,1.7224880382775118,3.6602870813397126,0.2153110047846889,0.0,0.4306220095693779,3.014354066985646,3.014354066985646,1.2918660287081338,0.2153110047846889,0.0,0.0,76.47,55.56,0.0,42.86,0.0,56.45,50.0,25.0,0.0531953499958065,0.1186052609317622,0.0,2.15311004784689,0.0480476045454545,1.076555023923445,4.7368421052631575,4.521531100478469,0.0883205375598086,16.363636363636363,DM/CM,7,41,13,11,67,41,81,24,69,15,57,28,39,13,87,85,4,22,70,89,89,76,4,52,50,15,63,22,33,13,67,37,4,26,70,7,72,67,81,48,44,30,22,7,67,11,30,85,41,100,33,85,15,93,41,39,13,89,100,4,22,81,100,96,89,4,52,50,15,63,22,33,13,67,37,4,48,93,7,93,85,89,78,67,56,48,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,47jxoy34jrrq30hulbgo02162,D. Parađina,Dejan Parađina,27.0,Defender,Serbia,Defender,24.0,42.0,6.0,63.0,4.0,0.0,1.0,2.0,1.0,1.0,14.0,15.0,0.0,387.0,0.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,0.0,8.0,0.0,0.0,75.0,35.29,33.33,0.0,0.0,58.33,80.0,57.14,0.2121113448625591,0.0967174330195781,1.0,3.0,0.0643543199999999,2.0,10.0,17.0,0.63189351,38.0,5.5813953488372094,9.767441860465116,1.3953488372093024,14.651162790697676,0.9302325581395348,0.0,0.2325581395348837,0.4651162790697674,0.2325581395348837,0.2325581395348837,3.255813953488372,3.488372093023256,0.0,0.0,0.2325581395348837,0.6976744186046512,0.9302325581395348,0.6976744186046512,0.2325581395348837,0.6976744186046512,0.9302325581395348,0.0,1.8604651162790693,0.0,0.0,75.0,35.29,33.33,0.0,0.0,58.33,80.0,57.14,0.0493282197354788,0.0224924262836228,0.2325581395348837,0.6976744186046512,0.0149661209302325,0.4651162790697674,2.3255813953488373,3.953488372093024,0.1469519790697674,8.837209302325581,RB/RCB,12,12,18,6,29,38,6,38,47,53,15,53,47,29,12,18,41,50,76,29,38,12,65,47,53,47,29,91,12,29,82,100,24,53,12,44,29,29,24,29,47,35,15,6,24,29,12,29,38,12,53,59,59,18,71,47,29,12,29,53,71,82,35,41,12,94,47,53,47,29,91,12,29,82,100,24,59,12,53,35,29,41,35,65,53,12,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,6h3pu0m5bek2hbjev6dhdretx,M. Spremo,Milan Spremo,31.0,Defender,Serbia,Defender,60.0,52.0,9.0,104.0,9.0,0.0,5.0,5.0,1.0,4.0,26.0,17.0,0.0,378.0,1.0,1.0,2.0,5.0,8.0,0.0,9.0,11.0,5.0,4.0,0.0,0.0,70.75,34.62,25.81,55.56,20.0,54.17,69.23,50.0,0.2927091829535508,0.6501285796797062,4.0,2.0,0.04282587,2.0,8.0,14.0,0.4149919099999998,64.0,14.285714285714285,12.38095238095238,2.142857142857143,24.76190476190476,2.142857142857143,0.0,1.1904761904761905,1.1904761904761905,0.238095238095238,0.9523809523809524,6.19047619047619,4.047619047619048,0.0,0.238095238095238,0.238095238095238,0.4761904761904761,1.1904761904761905,1.9047619047619049,0.0,2.142857142857143,2.619047619047619,1.1904761904761905,0.9523809523809524,0.0,0.0,70.75,34.62,25.81,55.56,20.0,54.17,69.23,50.0,0.0696926626079882,0.1547925189713586,0.9523809523809524,0.4761904761904761,0.0101966357142857,0.4761904761904761,1.9047619047619049,3.333333333333333,0.0988075976190475,15.238095238095235,LB/LCB,30,45,40,35,70,40,62,82,40,98,50,57,45,68,15,25,48,95,25,80,90,82,40,52,52,25,35,50,55,52,50,75,22,65,85,98,18,15,38,38,52,25,48,55,50,45,45,85,40,85,80,35,95,100,90,45,75,15,25,65,95,25,90,90,85,35,52,52,25,35,50,55,52,50,75,22,75,95,100,15,20,40,35,55,45,60,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,7bqdgx6t1xhou1c4l7qxlxs7o,S. Knežević,Saša Knežević,22.0,Attacker,Serbia,Striker,55.0,40.0,9.0,93.0,1.0,0.0,2.0,3.0,1.0,2.0,21.0,25.0,0.0,502.0,0.0,6.0,3.0,8.0,2.0,0.0,8.0,9.0,2.0,5.0,0.0,0.0,69.4,33.33,13.33,25.0,0.0,40.38,16.67,53.33,0.1829136221838285,0.2117266246966394,1.0,5.0,0.14113484,0.0,8.0,13.0,0.42278248,56.0,9.860557768924304,7.171314741035857,1.613545816733068,16.67330677290837,0.1792828685258964,0.0,0.3585657370517928,0.5378486055776893,0.1792828685258964,0.3585657370517928,3.764940239043825,4.482071713147411,0.0,0.0,1.0756972111553786,0.5378486055776893,1.4342629482071714,0.3585657370517928,0.0,1.4342629482071714,1.613545816733068,0.3585657370517928,0.8964143426294822,0.0,0.0,69.4,33.33,13.33,25.0,0.0,40.38,16.67,53.33,0.0327932788775788,0.0379589566189194,0.1792828685258964,0.8964143426294822,0.0253030589641434,0.0,1.4342629482071714,2.330677290836653,0.0757976557768924,10.0398406374502,RW,100,14,100,64,25,25,14,7,7,25,39,100,21,7,11,21,79,39,18,14,14,7,86,54,54,43,46,29,7,7,21,36,21,7,21,7,14,14,7,61,68,21,93,93,14,86,57,29,25,14,7,7,21,14,100,21,7,7,7,86,36,18,14,21,7,86,54,54,43,46,29,7,7,21,36,21,7,14,7,14,14,7,64,71,21,86,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,7s66dcvbaiqyzj36v519x9r10,N. Petrusić,Novak Petrusić,21.0,Attacker,Serbia,Striker,14.0,22.0,2.0,36.0,15.0,0.0,4.0,6.0,6.0,0.0,33.0,2.0,1.0,333.0,3.0,13.0,13.0,0.0,0.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,57.14,100.0,0.0,57.14,50.0,50.77,48.39,0.0,1.0100329267905162,0.3268886332907197,1.0,3.0,0.10937596,1.0,4.0,3.0,0.1249938499999999,12.0,3.783783783783784,5.945945945945946,0.5405405405405405,9.72972972972973,4.0540540540540535,0.0,1.081081081081081,1.6216216216216215,1.6216216216216215,0.0,8.91891891891892,0.5405405405405405,0.2702702702702702,0.8108108108108107,3.513513513513513,3.513513513513513,0.0,0.0,0.0,1.891891891891892,2.162162162162162,1.081081081081081,0.0,0.0,0.0,57.14,100.0,0.0,57.14,50.0,50.77,48.39,0.0,0.2729818721055448,0.088348279267762,0.2702702702702702,0.8108108108108107,0.0295610702702702,0.2702702702702702,1.081081081081081,0.8108108108108107,0.0337821216216215,3.243243243243243,ST,34,21,51,24,71,33,39,17,33,14,70,34,60,39,34,83,11,31,6,54,59,69,20,50,51,6,90,31,79,83,80,63,11,49,34,26,34,40,33,44,37,31,27,29,20,54,14,89,33,49,26,43,14,97,37,63,57,34,94,11,31,6,69,74,83,20,50,51,6,90,31,79,83,80,63,11,60,46,29,31,51,37,63,34,31,20,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,7uufcg0dvus42emi9yev9i9cl,N. Belaković,Nemanja Belakovic,29.0,Attacker,Serbia,Striker,61.0,90.0,3.0,140.0,10.0,2.0,14.0,11.0,5.0,6.0,62.0,2.0,0.0,732.0,4.0,19.0,29.0,8.0,11.0,5.0,20.0,22.0,9.0,4.0,0.0,0.0,75.27,27.27,23.91,45.0,36.36,57.94,50.0,53.33,0.6931050392610534,1.3212639879335766,8.0,17.0,0.45469859,7.0,13.0,13.0,1.28247749,57.0,7.5,11.065573770491804,0.3688524590163934,17.213114754098363,1.2295081967213115,0.2459016393442623,1.7213114754098362,1.352459016393443,0.6147540983606558,0.7377049180327869,7.622950819672131,0.2459016393442623,0.0,0.4918032786885246,2.336065573770492,3.565573770491804,0.9836065573770492,1.352459016393443,0.6147540983606558,2.459016393442623,2.7049180327868854,1.1065573770491803,0.4918032786885246,0.0,0.0,75.27,27.27,23.91,45.0,36.36,57.94,50.0,53.33,0.0852178326960311,0.162450490319702,0.9836065573770492,2.0901639344262297,0.0559055643442623,0.8606557377049181,1.598360655737705,1.598360655737705,0.1576816586065574,7.008196721311476,LW,90,55,40,75,95,70,90,40,30,45,100,15,15,50,45,100,75,90,70,70,80,75,70,55,55,60,10,40,60,60,100,85,20,30,90,65,60,50,70,80,60,60,50,90,30,20,40,90,60,60,30,20,40,100,10,15,30,30,100,40,80,70,40,40,50,50,55,55,60,10,40,60,60,100,85,20,20,70,40,50,30,50,80,40,60,50,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,93epkgphoibhoh2q3312viiok,D. Tabaković,Dimitrije Tabaković,22.0,Attacker,Serbia,Striker,40.0,50.0,2.0,90.0,7.0,0.0,3.0,11.0,5.0,6.0,26.0,6.0,0.0,675.0,3.0,25.0,5.0,6.0,0.0,3.0,12.0,14.0,4.0,8.0,0.0,0.0,69.77,100.0,0.0,33.33,27.27,32.1,30.43,60.0,0.8801173274621372,0.3430566929305782,6.0,7.0,0.24617566,5.0,6.0,8.0,0.26673364,43.0,5.333333333333333,6.666666666666667,0.2666666666666666,12.0,0.9333333333333332,0.0,0.4,1.4666666666666666,0.6666666666666666,0.8,3.466666666666667,0.8,0.0,0.4,3.333333333333333,0.6666666666666666,0.8,0.0,0.4,1.6,1.8666666666666667,0.5333333333333333,1.0666666666666669,0.0,0.0,69.77,100.0,0.0,33.33,27.27,32.1,30.43,60.0,0.1173489769949516,0.0457408923907437,0.8,0.9333333333333332,0.0328234213333333,0.6666666666666666,0.8,1.0666666666666669,0.0355644853333333,5.733333333333333,ST,80,66,51,77,43,33,26,53,24,81,54,76,24,39,67,27,90,31,63,76,84,69,99,50,51,49,90,31,47,44,14,29,46,37,37,81,69,71,84,67,64,51,83,63,29,34,43,26,33,6,17,14,66,14,51,24,17,29,11,79,31,36,63,66,51,94,50,51,49,90,31,47,44,14,29,46,14,20,71,49,60,74,40,51,34,69,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,9e0b7tuor0m1meheaftqlmoh6,A. Kadijević,Aleksandar Kadijević,23.0,Defender,Serbia,Defender,85.0,50.0,13.0,134.0,3.0,0.0,0.0,3.0,0.0,3.0,32.0,22.0,0.0,543.0,0.0,2.0,13.0,9.0,1.0,1.0,3.0,3.0,2.0,8.0,0.0,0.0,75.28,37.14,7.69,66.67,0.0,60.38,37.5,60.0,0.2035555058264554,0.0,2.0,2.0,0.03733942,1.0,8.0,11.0,0.4621836599999999,64.0,14.088397790055248,8.287292817679559,2.154696132596685,22.20994475138121,0.4972375690607735,0.0,0.0,0.4972375690607735,0.0,0.4972375690607735,5.303867403314917,3.6464088397790055,0.0,0.0,0.3314917127071823,2.154696132596685,1.4917127071823204,0.1657458563535911,0.1657458563535911,0.4972375690607735,0.4972375690607735,0.3314917127071823,1.3259668508287292,0.0,0.0,75.28,37.14,7.69,66.67,0.0,60.38,37.5,60.0,0.0337384816286942,0.0,0.3314917127071823,0.3314917127071823,0.0061888541436464,0.1657458563535911,1.3259668508287292,1.8232044198895028,0.076605026519337,10.607734806629834,LB/LCB,60,40,55,50,32,40,8,48,18,85,55,85,45,22,25,85,78,28,60,32,32,50,70,52,52,45,40,20,72,22,75,35,45,40,8,72,18,10,22,38,40,35,48,45,10,50,35,25,40,8,35,18,85,75,85,45,22,25,95,85,25,60,25,25,40,65,52,52,45,40,20,72,22,75,35,45,30,8,65,5,5,20,25,20,15,30,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,a5rsje3kd8lffn27ydggth2ol,I. Ostojić,Ivan Ostojic,37.0,Defender,Serbia,Defender,199.0,105.0,35.0,303.0,30.0,0.0,2.0,2.0,2.0,0.0,39.0,58.0,0.0,900.0,1.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,79.74,51.47,20.0,0.0,50.0,62.9,68.18,80.0,0.2809112632102579,0.2119074735956333,0.0,6.0,0.1266595,2.0,26.0,35.0,0.9897001299999998,194.0,19.9,10.5,3.5,30.3,3.0,0.0,0.2,0.2,0.2,0.0,3.9,5.8,0.0,0.1,0.8,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,79.74,51.47,20.0,0.0,50.0,62.9,68.18,80.0,0.0280911263210257,0.0211907473595633,0.0,0.6,0.01266595,0.2,2.6,3.5,0.0989700129999999,19.4,CB,58,62,92,58,97,45,61,33,42,29,66,89,36,53,75,50,43,89,30,14,14,20,42,46,51,26,84,87,20,74,74,63,74,42,84,26,62,58,61,71,75,89,64,26,37,61,24,87,45,50,17,24,29,21,79,36,34,50,29,20,86,30,14,14,20,20,46,51,26,84,87,20,74,74,63,74,26,66,26,36,34,49,45,53,74,36,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,ayp56wl21jdsgh0iahag2r4dl,V. Bakić,Vasilije Bakic,26.0,Defender,Serbia,Defender,206.0,48.0,13.0,254.0,18.0,0.0,0.0,4.0,4.0,0.0,42.0,42.0,1.0,630.0,3.0,6.0,5.0,13.0,0.0,0.0,4.0,4.0,3.0,9.0,0.0,0.0,86.69,35.14,0.0,75.0,75.0,71.19,78.26,81.25,0.4941736961084415,0.0,0.0,4.0,0.07722496,1.0,6.0,9.0,0.29863982,165.0,29.428571428571427,6.857142857142857,1.8571428571428568,36.285714285714285,2.571428571428572,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,6.0,6.0,0.1428571428571428,0.4285714285714285,0.8571428571428571,0.7142857142857143,1.8571428571428568,0.0,0.0,0.5714285714285714,0.5714285714285714,0.4285714285714285,1.2857142857142858,0.0,0.0,86.69,35.14,0.0,75.0,75.0,71.19,78.26,81.25,0.0705962423012059,0.0,0.0,0.5714285714285714,0.0110321371428571,0.1428571428571428,0.8571428571428571,1.2857142857142858,0.0426628314285714,23.571428571428573,CB,66,24,32,50,59,45,13,63,75,29,78,68,84,93,61,59,96,42,30,80,78,86,66,46,51,76,29,42,72,92,97,97,76,63,17,26,42,37,41,22,22,24,50,68,8,21,39,58,45,13,64,71,29,95,84,79,87,58,61,97,42,30,76,76,76,66,46,51,76,29,42,72,92,97,97,76,71,17,26,32,29,42,16,16,11,50,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,c4jfr3i0s3lbtd8tvv1018s15,M. Meskhi,Mykhailo Meskhi,29.0,Midfielder,Ukraine,Midfielder,41.0,29.0,1.0,70.0,6.0,0.0,1.0,2.0,2.0,0.0,22.0,11.0,1.0,321.0,1.0,3.0,5.0,7.0,0.0,0.0,3.0,3.0,1.0,11.0,0.0,0.0,82.35,33.33,0.0,33.33,50.0,62.86,85.71,70.0,0.6574189576923681,0.0718221214098337,0.0,1.0,0.02401521,1.0,5.0,4.0,0.09735732,40.0,11.495327102803738,8.130841121495326,0.2803738317757009,19.626168224299064,1.6822429906542056,0.0,0.2803738317757009,0.5607476635514018,0.5607476635514018,0.0,6.16822429906542,3.08411214953271,0.2803738317757009,0.2803738317757009,0.8411214953271028,1.4018691588785046,1.9626168224299063,0.0,0.0,0.8411214953271028,0.8411214953271028,0.2803738317757009,3.08411214953271,0.0,0.0,82.35,33.33,0.0,33.33,50.0,62.86,85.71,70.0,0.1843230722501966,0.0201370433859346,0.0,0.2803738317757009,0.0067332364485981,0.2803738317757009,1.4018691588785046,1.1214953271028036,0.027296444859813,11.214953271028037,DM/CM,11,4,4,4,50,41,9,9,69,6,19,65,83,43,33,24,44,22,15,20,15,17,94,52,50,63,11,22,26,81,85,98,74,85,15,7,6,7,20,4,4,4,4,19,19,4,7,74,41,19,19,93,6,81,96,100,59,59,56,100,22,15,37,37,26,100,52,50,63,11,22,26,81,85,98,74,100,26,7,7,11,26,7,7,4,7,Serbian SuperLeague
Zemun,4ppegvbl5hgavq8ter9xctwes,d23c9thwkc48480u8cziif2tw,Đ. Petrović,Đorđe Petrović,28.0,Midfielder,Serbia,Midfielder,53.0,37.0,2.0,90.0,1.0,0.0,1.0,5.0,2.0,3.0,16.0,1.0,2.0,483.0,2.0,5.0,8.0,5.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,75.0,22.22,0.0,100.0,40.0,34.04,9.09,83.33,0.3632148153805334,0.1292235001776999,2.0,1.0,0.01685596,0.0,5.0,8.0,0.2126028299999999,36.0,9.875776397515528,6.8944099378882,0.3726708074534162,16.77018633540373,0.1863354037267081,0.0,0.1863354037267081,0.9316770186335404,0.3726708074534162,0.5590062111801243,2.981366459627329,0.1863354037267081,0.3726708074534162,0.3726708074534162,0.9316770186335404,1.4906832298136647,0.9316770186335404,0.0,0.0,0.1863354037267081,0.1863354037267081,0.1863354037267081,0.5590062111801243,0.0,0.0,75.0,22.22,0.0,100.0,40.0,34.04,9.09,83.33,0.0676797792634534,0.02407891307659,0.3726708074534162,0.1863354037267081,0.0031408621118012,0.0,0.9316770186335404,1.4906832298136647,0.0396154341614906,6.708074534161491,RM/RCM,60,20,10,30,20,35,10,55,40,65,20,25,85,45,20,55,65,10,25,20,20,20,40,55,55,40,10,10,100,70,20,20,90,60,10,40,10,10,10,30,40,20,30,60,10,10,40,20,35,10,50,40,80,10,20,80,50,30,40,70,10,25,20,20,20,50,55,55,40,10,10,100,70,20,20,90,40,10,40,10,10,10,20,30,20,20,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,1wkcr4473tca3yl1suywrwyne,S. Sissoko,Sambou Sissoko,26.0,Midfielder,Mali,Midfielder,113.0,142.0,25.0,255.0,15.0,0.0,2.0,5.0,2.0,3.0,47.0,23.0,0.0,855.0,1.0,4.0,3.0,12.0,0.0,1.0,6.0,7.0,5.0,9.0,0.0,0.0,79.44,59.52,0.0,83.33,20.0,54.02,57.69,50.0,0.4624407341290913,0.1630773472851809,3.0,3.0,0.0609883799999999,6.0,39.0,51.0,0.7989907300000002,166.0,11.894736842105264,14.947368421052632,2.631578947368421,26.84210526315789,1.5789473684210529,0.0,0.2105263157894736,0.5263157894736842,0.2105263157894736,0.3157894736842105,4.947368421052632,2.421052631578948,0.0,0.1052631578947368,0.4210526315789473,0.3157894736842105,1.263157894736842,0.0,0.1052631578947368,0.631578947368421,0.7368421052631579,0.5263157894736842,0.9473684210526316,0.0,0.0,79.44,59.52,0.0,83.33,20.0,54.02,57.69,50.0,0.0486779720135885,0.0171660365563348,0.3157894736842105,0.3157894736842105,0.0064198294736842,0.631578947368421,4.105263157894737,5.368421052631579,0.084104287368421,17.473684210526315,DM/CM,56,70,93,70,89,41,24,48,69,39,81,94,39,43,48,11,87,22,43,41,50,63,83,52,50,41,74,22,96,43,44,52,24,63,30,54,22,19,89,93,96,74,89,22,44,74,22,67,41,11,11,48,22,48,85,39,26,30,7,56,22,30,33,30,44,59,52,50,41,74,22,96,43,44,52,24,33,15,30,11,7,74,63,81,44,67,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,21mjw9o9sbhqgf6fcqtskxmvo,I. Maiga,Ismael Alves Gaetan Maiga,22.0,Defender,Côte d'Ivoire,Defender,260.0,89.0,22.0,349.0,20.0,0.0,1.0,2.0,2.0,0.0,50.0,62.0,0.0,900.0,1.0,4.0,11.0,10.0,0.0,0.0,4.0,5.0,1.0,6.0,0.0,0.0,82.51,32.84,0.0,25.0,50.0,64.1,64.52,55.56,0.2223969855723019,0.0421722804978995,0.0,3.0,0.05417292,1.0,18.0,23.0,0.4529038099999997,193.0,26.0,8.9,2.2,34.9,2.0,0.0,0.1,0.2,0.2,0.0,5.0,6.2,0.0,0.1,0.4,1.1,1.0,0.0,0.0,0.4,0.5,0.1,0.6,0.0,0.0,82.51,32.84,0.0,25.0,50.0,64.1,64.52,55.56,0.0222396985572301,0.0042172280497899,0.0,0.3,0.005417292,0.1,1.8,2.3,0.0452903809999999,19.3,CB,84,53,58,68,70,45,38,33,42,29,92,93,36,53,39,87,92,42,30,80,88,51,42,46,51,50,16,42,42,74,79,53,37,32,39,26,32,29,41,47,58,47,61,41,26,39,34,30,45,28,17,24,29,68,88,36,34,20,74,74,42,30,64,72,43,20,46,51,50,16,42,42,74,79,53,37,16,34,26,24,24,34,29,29,13,32,Serbian SuperLeague
