Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total was fouled_Total,total accurate cross_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total won tackle_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total was fouled_p90,total accurate cross_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total won tackle_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total won tackle_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,5n7xt7tyssfyajkwn7wq4rrop,P. Hellebrand,Patrik Hellebrand,27,Midfielder,Czechia,Midfielder,255.0,323.0,46.0,577.0,3.0,0.0,45.0,14.0,807.0,16.0,1.0,0.0,7.0,12.0,1.0,11.0,6.0,10.0,11.0,0.0,22.0,2.0,1.0,8.0,12.0,0.0,94.9,82.14,20.0,80.0,16.67,54.88,30.0,66.67,0.6503307880622864,0.3835070930924174,10.0,32.0,0.7153829299999998,10.0,71.0,57.0,1.0974622099999998,331.0,28.438661710037174,36.02230483271376,5.130111524163569,64.34944237918215,0.3345724907063197,0.0,5.018587360594795,1.5613382899628252,1.7843866171003715,0.1115241635687732,0.0,0.7806691449814126,1.338289962825279,0.1115241635687732,1.2267657992565055,0.6691449814126395,1.1152416356877324,1.2267657992565055,0.0,2.453531598513011,0.2230483271375464,0.1115241635687732,0.8921933085501859,1.338289962825279,0.0,94.9,82.14,20.0,80.0,16.67,54.88,30.0,66.67,0.0725275971816676,0.0427703077798235,1.1152416356877324,3.5687732342007434,0.0797824828996282,1.1152416356877324,7.918215613382899,6.356877323420075,0.1223935550185873,36.91449814126394,DM/CM,100,100,100,100,28,50,92,64,94,40,40,72,92,42,96,98,94,96,44,100,68,20,96,94,52,100,100,40,88,34,60,28,78,80,48,96,100,100,90,100,100,80,100,96,100,96,100,16,50,60,24,84,32,40,40,60,32,84,96,76,76,44,96,40,16,92,72,52,100,100,40,88,34,60,28,78,48,28,92,80,80,64,100,88,56,100,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,6n3iau28utvy0uzfy8eudvs2d,M. Stępiński,Mariusz Stepinski,31,Attacker,Poland,Striker,29.0,62.0,5.0,91.0,11.0,0.0,33.0,18.0,710.0,8.0,0.0,0.0,8.0,21.0,17.0,4.0,2.0,14.0,14.0,6.0,2.0,10.0,28.0,7.0,5.0,0.0,67.41,35.71,0.0,50.0,47.62,30.0,26.19,62.5,2.135696623317791,0.5968680232924001,3.0,9.0,0.30634036,5.0,12.0,14.0,0.21953167,46.0,3.676056338028169,7.859154929577464,0.6338028169014084,11.535211267605634,1.3943661971830985,0.0,4.183098591549296,2.2816901408450705,1.0140845070422535,0.0,0.0,1.0140845070422535,2.6619718309859155,2.1549295774647885,0.5070422535211268,0.2535211267605634,1.7746478873239435,1.7746478873239435,0.7605633802816901,0.2535211267605634,1.2676056338028168,3.549295774647887,0.8873239436619718,0.6338028169014084,0.0,67.41,35.71,0.0,50.0,47.62,30.0,26.19,62.5,0.2707221071811284,0.0756593268962197,0.380281690140845,1.1408450704225352,0.0388318766197183,0.6338028169014084,1.5211267605633805,1.7746478873239435,0.027827958169014,5.830985915492957,ST,83,80,95,80,55,50,82,97,63,33,35,82,85,77,82,23,90,87,95,80,87,60,87,97,52,43,37,33,62,87,7,23,53,70,83,70,90,90,92,98,98,53,90,50,57,80,50,30,50,37,87,30,33,35,43,50,37,67,17,70,70,92,68,68,3,70,83,52,43,37,33,62,87,7,23,53,30,50,60,73,73,80,97,90,30,83,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,6smh3nwy4forlce6x7qvu9jh1,O. Lingr,Ondrej Lingr,27,Midfielder,Czechia,Midfielder,19.0,40.0,3.0,59.0,1.0,0.0,11.0,5.0,303.0,6.0,0.0,0.0,2.0,6.0,4.0,2.0,0.0,3.0,5.0,1.0,4.0,3.0,8.0,1.0,1.0,0.0,89.39,60.0,0.0,33.33,50.0,32.35,11.11,33.33,0.4591611227162278,0.1868581258641435,3.0,4.0,0.09675074,3.0,6.0,10.0,0.16430827,23.0,5.643564356435643,11.88118811881188,0.8910891089108911,17.524752475247524,0.297029702970297,0.0,3.267326732673267,1.4851485148514851,1.7821782178217822,0.0,0.0,0.594059405940594,1.7821782178217822,1.188118811881188,0.594059405940594,0.0,0.8910891089108911,1.4851485148514851,0.297029702970297,1.188118811881188,0.8910891089108911,2.376237623762376,0.297029702970297,0.297029702970297,0.0,89.39,60.0,0.0,33.33,50.0,32.35,11.11,33.33,0.1363844918959092,0.0555024136230129,0.8910891089108911,1.188118811881188,0.0287378435643564,0.8910891089108911,1.7821782178217822,2.9702970297029703,0.0488044366336633,6.831683168316832,RM/RCM,24,13,48,15,17,52,9,67,39,9,33,9,33,48,24,11,15,20,65,61,63,13,15,9,52,100,78,9,35,98,9,17,15,43,17,37,11,9,17,30,39,13,13,35,17,61,22,22,52,17,74,65,9,33,9,57,61,39,11,17,30,74,70,78,22,17,13,52,100,78,9,35,98,9,17,15,57,17,61,17,13,43,48,52,9,22,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,7qu0qz8c7xik26o96iix88416,M. Ameyaw,Michael Ameyaw,26,Midfielder,Poland,Midfielder,19.0,80.0,3.0,89.0,1.0,0.0,14.0,9.0,437.0,2.0,10.0,0.0,7.0,11.0,5.0,6.0,3.0,14.0,15.0,0.0,3.0,2.0,14.0,8.0,1.0,0.0,79.46,42.86,22.73,57.14,18.18,41.18,20.0,33.33,0.6631117643125797,0.9955936042887994,8.0,32.0,0.8451276200000001,11.0,4.0,12.0,0.5886730800000002,34.0,3.91304347826087,16.475972540045767,0.6178489702517163,18.32951945080092,0.205949656750572,0.0,2.883295194508009,1.853546910755149,0.4118993135011441,2.059496567505721,0.0,1.4416475972540046,2.265446224256293,1.0297482837528604,1.2356979405034323,0.6178489702517163,2.883295194508009,3.0892448512585813,0.0,0.6178489702517163,0.4118993135011441,2.883295194508009,1.647597254004577,0.205949656750572,0.0,79.46,42.86,22.73,57.14,18.18,41.18,20.0,33.33,0.136567640247442,0.2050421610663431,1.647597254004577,6.590389016018307,0.1740537432494279,2.265446224256293,0.8237986270022883,2.471395881006865,0.1212370187643021,7.002288329519451,LM/LCM,25,39,31,28,11,47,19,64,6,100,33,53,58,64,64,58,64,64,22,67,44,53,78,17,50,44,36,50,89,39,25,11,19,44,78,81,92,89,83,33,39,33,28,22,56,33,33,11,47,11,72,6,100,33,67,67,44,67,61,72,72,22,72,39,44,89,11,50,44,36,50,89,39,25,11,19,39,94,78,100,100,94,28,50,44,33,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,85nkth23qo3032ra91xl5gdpm,W. Długosz,Wiktor Dlugosz,26,Midfielder,Poland,Midfielder,105.0,154.0,11.0,232.0,1.0,0.0,54.0,17.0,789.0,19.0,27.0,5.0,20.0,10.0,2.0,8.0,0.0,14.0,15.0,0.0,12.0,2.0,16.0,6.0,15.0,0.0,77.59,34.38,40.3,42.86,20.0,65.85,33.33,53.57,0.6018664145962112,2.32248526733062,4.0,17.0,0.46800921,13.0,14.0,31.0,1.5350783100000005,100.0,11.97718631178707,17.56653992395437,1.2547528517110265,26.463878326996195,0.1140684410646387,0.0,6.159695817490494,1.9391634980988592,2.1673003802281365,3.079847908745247,0.5703422053231939,2.281368821292776,1.1406844106463878,0.2281368821292775,0.9125475285171102,0.0,1.5969581749049429,1.7110266159695815,0.0,1.368821292775665,0.2281368821292775,1.8250950570342204,0.6844106463878327,1.7110266159695815,0.0,77.59,34.38,40.3,42.86,20.0,65.85,33.33,53.57,0.0686539636421533,0.2649222738399946,0.4562737642585551,1.9391634980988592,0.0533850809885931,1.482889733840304,1.5969581749049429,3.536121673003802,0.1751039897338403,11.406844106463875,RM/RCM,87,91,89,83,17,52,100,89,100,100,100,96,61,15,93,11,65,67,24,98,43,46,63,100,52,43,39,87,57,26,96,54,43,48,96,59,74,70,96,78,91,91,87,83,65,74,74,9,52,83,78,83,100,100,83,17,4,65,11,35,35,24,78,17,9,39,96,52,43,39,87,57,26,96,54,43,13,91,22,52,43,83,43,70,57,65,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,9mppdjqw909us0wiid8psq0gl,K. Sotiriou,Konstantinos Sotiriou,30,Defender,Cyprus,Defender,69.0,36.0,8.0,105.0,7.0,0.0,10.0,11.0,272.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,3.0,0.0,82.68,42.11,0.0,0.0,0.0,38.46,36.84,100.0,0.0823562979342471,0.0,0.0,1.0,0.0199707,0.0,10.0,11.0,0.2422937599999999,62.0,22.830882352941178,11.911764705882351,2.647058823529412,34.74264705882353,2.3161764705882355,0.0,3.308823529411765,3.639705882352941,0.0,0.0,0.0,0.0,0.3308823529411764,0.3308823529411764,0.0,0.0,0.0,0.3308823529411764,0.0,1.3235294117647058,0.0,2.647058823529412,0.0,0.9926470588235294,0.0,82.68,42.11,0.0,0.0,0.0,38.46,36.84,100.0,0.0272502456400082,0.0,0.0,0.3308823529411764,0.0066079522058823,0.0,3.308823529411765,3.639705882352941,0.0801707294117646,20.514705882352946,CB,8,8,24,8,26,44,15,3,6,40,40,10,23,27,35,27,17,42,32,27,23,59,26,47,51,21,46,40,26,23,8,15,94,23,12,32,18,18,18,24,33,18,18,26,23,67,23,59,44,36,10,6,40,40,10,33,38,35,27,17,69,32,79,23,87,26,77,51,21,46,40,26,23,8,15,94,28,12,32,33,28,18,67,77,59,21,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,ahuuhqepl5shiwlg8f4z8mn3e,A. Mosór,Ariel Mosór,23,Defender,Poland,Defender,221.0,114.0,16.0,335.0,29.0,0.0,38.0,64.0,693.0,2.0,0.0,0.0,4.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,13.0,0.0,4.0,0.0,92.03,59.26,0.0,0.0,0.0,61.29,64.44,57.14,0.8997077035801389,0.4435330682131773,0.0,10.0,0.20259722,3.0,10.0,7.0,0.3467865099999999,212.0,28.7012987012987,14.805194805194803,2.0779220779220777,43.50649350649351,3.766233766233766,0.0,4.935064935064935,8.311688311688311,0.2597402597402597,0.0,0.0,0.5194805194805194,0.9090909090909092,0.9090909090909092,0.0,0.2597402597402597,0.1298701298701298,0.1298701298701298,0.0,0.7792207792207793,0.0,1.6883116883116882,0.0,0.5194805194805194,0.0,92.03,59.26,0.0,0.0,0.0,61.29,64.44,57.14,0.1168451563091089,0.0576016971705425,0.0,1.2987012987012987,0.0263113272727272,0.3896103896103896,1.2987012987012987,0.9090909090909092,0.045037209090909,27.53246753246753,CB,72,60,62,67,85,44,79,92,32,40,40,87,81,86,35,87,45,42,32,47,23,81,26,62,51,87,90,40,26,23,69,64,45,90,95,32,72,67,65,24,17,33,64,49,49,41,51,82,44,77,97,28,40,40,87,78,86,35,79,41,36,32,26,23,74,26,49,51,87,90,40,26,23,69,64,45,87,92,32,69,64,56,13,13,13,56,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,bu2srpqngdi1mmx5df6cmw76y,S. Rubežić,Slobodan Rubezic,26,Defender,Montenegro,Defender,195.0,104.0,14.0,299.0,42.0,0.0,55.0,63.0,720.0,4.0,0.0,0.0,3.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,19.0,0.0,3.0,0.0,81.47,31.82,0.0,0.0,25.0,59.78,65.62,33.33,0.875234004683807,0.4423665844697996,1.0,1.0,0.01870347,0.0,27.0,24.0,0.7202877399999997,184.0,24.375,13.0,1.75,37.375,5.25,0.0,6.875,7.875,0.5,0.0,0.0,0.375,1.0,1.0,0.0,0.125,0.125,0.125,0.0,1.125,0.25,2.375,0.0,0.375,0.0,81.47,31.82,0.0,0.0,25.0,59.78,65.62,33.33,0.1094042505854758,0.0552958230587249,0.125,0.125,0.00233793375,0.0,3.375,3.0,0.0900359674999999,23.0,CB,54,51,47,49,100,44,94,90,68,40,40,77,88,92,35,65,45,42,32,82,77,86,26,47,51,15,9,40,26,51,62,72,10,85,92,76,18,15,18,79,73,74,54,31,37,32,28,100,44,97,85,44,40,40,68,87,92,35,59,37,32,32,69,71,85,26,38,51,15,9,40,26,51,62,72,10,82,90,65,15,15,18,69,54,72,41,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,cd6xyse36m5sii1eaodwfnx1w,K. Jakubczyk,Kamil Jakubczyk,22,Midfielder,Poland,Midfielder,108.0,153.0,9.0,261.0,0.0,0.0,50.0,5.0,707.0,25.0,0.0,1.0,6.0,3.0,0.0,3.0,2.0,7.0,7.0,0.0,10.0,1.0,14.0,7.0,8.0,0.0,89.38,50.0,0.0,100.0,33.33,58.82,0.0,44.44,0.1767754268473894,0.4002759634701437,1.0,31.0,0.7305096599999997,19.0,24.0,26.0,0.7679016500000002,124.0,13.74823196605375,19.47666195190948,1.1456859971711455,33.22489391796323,0.0,0.0,6.364922206506365,0.6364922206506365,3.1824611032531824,0.0,0.1272984441301273,0.7637906647807639,0.3818953323903819,0.0,0.3818953323903819,0.2545968882602546,0.8910891089108911,0.8910891089108911,0.0,1.272984441301273,0.1272984441301273,1.7821782178217822,0.8910891089108911,1.0183875530410185,0.0,89.38,50.0,0.0,100.0,33.33,58.82,0.0,44.44,0.0225032367981118,0.0509545073724369,0.1272984441301273,3.9462517680339455,0.0929927431400282,2.418670438472419,3.0551626591230554,3.30975954738331,0.0977526852899576,15.785007072135786,CM/AM,96,76,63,87,3,50,91,36,99,11,68,48,10,3,34,39,48,42,32,96,36,62,73,76,51,98,39,11,99,66,93,4,20,7,36,14,94,93,100,79,69,51,78,76,38,42,60,3,50,78,20,96,11,58,16,4,3,16,29,27,27,32,91,22,33,53,67,51,98,39,11,99,66,93,4,20,4,16,9,84,82,96,40,38,31,51,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,cqhqrohwi8zds0d3bxo5jynhm,M. Pięczek,Marcel Pieczek,25,Defender,Poland,Defender,95.0,171.0,7.0,260.0,4.0,0.0,22.0,30.0,720.0,4.0,6.0,1.0,10.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,5.0,0.0,7.0,2.0,5.0,0.0,83.33,24.14,27.27,50.0,0.0,46.81,36.36,41.67,0.2481314054696682,0.6528353724623975,0.0,6.0,0.16640799,7.0,29.0,37.0,1.335327690000002,126.0,11.875,21.375,0.875,32.5,0.5,0.0,2.75,3.75,0.5,0.75,0.125,1.25,0.25,0.25,0.0,0.125,0.5,0.5,0.0,0.625,0.0,0.875,0.25,0.625,0.0,83.33,24.14,27.27,50.0,0.0,46.81,36.36,41.67,0.0310164256837085,0.0816044215577996,0.0,0.75,0.02080099875,0.875,3.625,4.625,0.1669159612500002,15.75,LB/LCB,62,96,38,77,44,50,42,88,48,83,75,81,23,46,15,48,48,48,38,52,21,37,48,42,52,75,12,58,60,21,23,31,12,35,65,15,40,42,65,92,92,92,65,31,73,23,46,38,50,8,58,27,62,73,62,19,38,15,35,42,42,38,35,21,23,38,15,52,75,12,58,60,21,23,31,12,31,35,15,35,31,58,69,73,58,46,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,e09qa60zisdsv4gfcxlbxk4ix,M. Faßbender,Morgan Fassbender,27,Attacker,Germany,Striker,17.0,65.0,1.0,81.0,6.0,0.0,24.0,2.0,479.0,2.0,1.0,0.0,3.0,17.0,14.0,3.0,5.0,24.0,28.0,3.0,2.0,8.0,40.0,10.0,3.0,0.0,73.64,25.0,4.55,41.67,47.06,35.29,42.86,50.0,1.653174701021388,0.3304530908798379,6.0,13.0,0.47215025,2.0,3.0,7.0,0.4971102499999999,24.0,3.194154488517745,12.21294363256785,0.1878914405010438,15.219206680584552,1.1273486430062631,0.0,4.509394572025053,0.3757828810020877,0.3757828810020877,0.1878914405010438,0.0,0.5636743215031316,3.194154488517745,2.630480167014614,0.5636743215031316,0.9394572025052192,4.509394572025053,5.260960334029228,0.5636743215031316,0.3757828810020877,1.5031315240083507,7.515657620041754,1.8789144050104385,0.5636743215031316,0.0,73.64,25.0,4.55,41.67,47.06,35.29,42.86,50.0,0.310617375974791,0.062089307263435,1.1273486430062631,2.44258872651357,0.0887129906054279,0.3757828810020877,0.5636743215031316,1.315240083507307,0.093402760960334,4.509394572025053,LW,43,86,43,71,57,57,71,43,14,50,50,21,86,86,57,86,86,86,93,43,93,100,71,64,57,43,43,43,43,71,14,57,43,100,43,71,71,71,43,57,57,57,29,43,57,43,57,57,57,43,29,14,43,50,14,86,86,57,71,86,86,100,43,100,100,71,57,57,43,43,43,43,71,14,57,43,100,43,71,57,57,43,29,57,57,29,Ekstraklasa
Korona Kielce,2l1pdpvptdw9ois9qkrs9xi3c,jprkyrrpfbrgu4gmu07q7isp,M. Remacle,Martin Remacle,29,Midfielder,Belgium,Midfielder,53.0,104.0,5.0,156.0,4.0,0.0,25.0,9.0,480.0,5.0,1.0,1.0,5.0,11.0,4.0,7.0,4.0,9.0,10.0,0.0,6.0,4.0,11.0,4.0,8.0,0.0,79.19,35.71,16.67,44.44,36.36,48.08,44.44,66.67,0.750205752896871,0.3706507540192052,6.0,2.0,0.05267442,3.0,19.0,18.0,0.78066261,73.0,9.9375,19.5,0.9375,29.25,0.75,0.0,4.6875,1.6875,0.9375,0.1875,0.1875,0.9375,2.0625,0.75,1.3125,0.75,1.6875,1.875,0.0,1.125,0.75,2.0625,0.75,1.5,0.0,79.19,35.71,16.67,44.44,36.36,48.08,44.44,66.67,0.1406635786681633,0.0694970163786009,1.125,0.375,0.00987645375,0.5625,3.5625,3.375,0.146374239375,13.6875,CM/AM,46,49,34,47,59,50,49,66,37,27,68,38,60,52,79,77,56,59,32,79,66,44,48,76,51,40,9,29,24,76,49,49,62,56,31,79,2,2,26,58,39,53,42,44,40,29,42,62,50,44,71,31,29,73,40,73,47,87,80,53,53,32,84,69,42,44,87,51,40,9,29,24,76,49,49,62,64,31,87,2,4,18,62,40,53,36,Ekstraklasa
Pogoń Szczecin,7r1d7xdgcjgp61qxshpho7xck,3kanomgapsyp3iorzq4ujp905,A. Szalai,Attila Szalai,28,Defender,Hungary,Defender,93.0,37.0,12.0,130.0,7.0,1.0,8.0,26.0,367.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,80.25,35.29,0.0,0.0,33.33,42.11,43.75,100.0,0.3829631062884729,0.1259331552149573,0.0,0.0,0.0,0.0,9.0,8.0,0.27187347,89.0,22.806539509536787,9.073569482288828,2.942779291553134,31.88010899182561,1.7166212534059946,0.2452316076294278,1.9618528610354224,6.376021798365123,0.0,0.0,0.0,0.2452316076294278,0.7356948228882835,0.7356948228882835,0.0,0.2452316076294278,0.0,0.0,0.2452316076294278,0.7356948228882835,0.2452316076294278,0.9809264305177112,0.0,0.2452316076294278,0.0,80.25,35.29,0.0,0.0,33.33,42.11,43.75,100.0,0.0939146582178816,0.0308827901072102,0.0,0.0,0.0,0.0,2.20708446866485,1.9618528610354224,0.066671968119891,21.825613079019075,CB,13,10,37,10,26,90,12,32,6,40,40,35,50,55,35,65,17,14,77,18,54,33,26,14,51,10,27,40,26,72,15,23,94,54,59,32,6,6,18,18,22,26,23,23,10,72,15,33,95,8,64,6,40,40,44,62,72,35,72,17,14,92,23,62,46,26,13,51,10,27,40,26,72,15,23,94,72,72,32,6,6,18,44,33,38,33,Ekstraklasa
Pogoń Szczecin,7r1d7xdgcjgp61qxshpho7xck,3u3gjwv3jzdgsnf89bvbj1p79,L. Wahlqvist,Linus Wahlqvist,29,Defender,Sweden,Defender,45.0,32.0,4.0,74.0,2.0,0.0,4.0,13.0,285.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0,79.57,40.0,50.0,0.0,33.33,16.67,15.38,50.0,0.4051648169944677,0.1393132297193781,0.0,0.0,0.0,1.0,7.0,6.0,0.396966,35.0,14.210526315789474,10.105263157894738,1.2631578947368425,23.36842105263158,0.6315789473684211,0.0,1.2631578947368425,4.105263157894737,0.0,0.9473684210526316,0.3157894736842105,0.6315789473684211,0.9473684210526316,0.9473684210526316,0.0,0.0,0.6315789473684211,0.6315789473684211,0.3157894736842105,0.9473684210526316,0.3157894736842105,1.5789473684210529,0.0,0.3157894736842105,0.0,79.57,40.0,50.0,0.0,33.33,16.67,15.38,50.0,0.1279467843140424,0.0439936514903299,0.0,0.0,0.0,0.3157894736842105,2.210526315789474,1.8947368421052635,0.1253576842105263,11.052631578947368,RB/RCB,13,3,27,3,18,47,3,37,5,58,73,10,47,70,23,27,32,30,92,27,70,32,10,7,52,33,50,97,10,80,3,7,27,70,13,27,5,5,17,13,8,17,10,37,13,47,13,33,47,3,73,5,77,87,33,77,83,23,27,50,50,100,50,87,60,10,7,52,33,50,97,10,80,3,7,27,83,23,27,5,5,27,30,10,50,30,Ekstraklasa
Pogoń Szczecin,7r1d7xdgcjgp61qxshpho7xck,4swz47sf9k2qu5v001pnjz816,Hussein Ali,Hussein Haydar Hussein Ali,24,Defender,Iraq,Defender,34.0,46.0,3.0,80.0,1.0,1.0,9.0,7.0,289.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,83.33,37.5,0.0,50.0,0.0,52.94,25.0,60.0,0.1295137596616616,0.2008892528853503,2.0,2.0,0.0535479299999999,2.0,13.0,9.0,0.2672826999999999,39.0,10.588235294117649,14.325259515570934,0.9342560553633218,24.91349480968858,0.3114186851211072,0.3114186851211072,2.8027681660899653,2.179930795847751,0.6228373702422145,0.0,0.0,0.9342560553633218,0.9342560553633218,0.3114186851211072,0.6228373702422145,0.3114186851211072,0.6228373702422145,0.6228373702422145,0.0,0.0,0.0,0.6228373702422145,0.3114186851211072,0.9342560553633218,0.0,83.33,37.5,0.0,50.0,0.0,52.94,25.0,60.0,0.0403330047389257,0.0625606669885174,0.6228373702422145,0.6228373702422145,0.016675825951557,0.6228373702422145,4.048442906574394,2.8027681660899653,0.0832368269896193,12.145328719723183,RB/RCB,3,20,15,7,5,97,13,7,17,10,30,17,47,42,75,65,32,30,42,3,27,10,35,17,52,58,42,10,55,27,48,13,53,33,17,73,13,17,33,38,22,7,17,20,37,30,27,3,100,13,17,33,10,30,53,73,50,97,80,47,47,42,3,27,20,53,37,52,58,42,10,55,27,48,13,53,47,40,93,20,27,47,70,47,17,33,Ekstraklasa
